category,n_pkts_dropped,n_bits_dropped,n_pkts_bypassed,n_rx_bits,n_rx_pkts,n_tx_bits,n_tx_pkts,n_rx_offload_bits,n_rx_offload_pkts,n_tx_offload_bits,n_tx_offload_pkts
InboundTrafficMetrics,0,0,2,323232,53,323232,53,0,0,0,0
OutboundTrafficMetrics,1,17,1,163448,46,163304,46,0,0,0,0
InboundTrafficMetrics,0,0,2,322648,53,322648,53,0,0,0,0
OutboundTrafficMetrics,2,18,2,18128,10,17984,10,0,0,0,0
InboundTrafficMetrics,0,0,4,31656,8,31656,8,0,0,0,0
OutboundTrafficMetrics,2,18,2,18128,10,17984,10,0,0,0,0
InboundTrafficMetrics,0,0,4,31368,8,31368,8,0,0,0,0
OutboundTrafficMetrics,0,0,3,29280,14,29280,14,0,0,0,0
InboundTrafficMetrics,0,0,5,22560,10,22560,10,0,0,0,0
OutboundTrafficMetrics,0,0,3,29280,14,29280,14,0,0,0,0
InboundTrafficMetrics,0,0,5,22264,10,22264,10,0,0,0,0
OutboundTrafficMetrics,0,0,6,55888,16,55888,16,0,0,0,0
InboundTrafficMetrics,0,0,1,31512,17,31512,17,0,0,0,0
OutboundTrafficMetrics,0,0,6,55888,16,55888,16,0,0,0,0
InboundTrafficMetrics,0,0,1,30864,17,30864,17,0,0,0,0
OutboundTrafficMetrics,0,0,6,32712,12,32712,12,0,0,0,0
InboundTrafficMetrics,0,0,9,19448,12,19448,12,0,0,0,0
OutboundTrafficMetrics,0,0,6,32712,12,32712,12,0,0,0,0
InboundTrafficMetrics,0,0,9,19160,12,19160,12,0,0,0,0
OutboundTrafficMetrics,0,0,1,29256,14,29256,14,0,0,0,0
InboundTrafficMetrics,0,0,1,36192,13,36192,13,0,0,0,0
OutboundTrafficMetrics,0,0,1,29256,14,29256,14,0,0,0,0
InboundTrafficMetrics,0,0,1,35616,13,35616,13,0,0,0,0
OutboundTrafficMetrics,0,0,2,15280,9,15280,9,0,0,0,0
InboundTrafficMetrics,0,0,5,21648,9,21648,9,0,0,0,0
OutboundTrafficMetrics,0,0,2,15280,9,15280,9,0,0,0,0
InboundTrafficMetrics,0,0,5,21240,9,21240,9,0,0,0,0
OutboundTrafficMetrics,0,0,8,37424,16,37424,16,0,0,0,0
InboundTrafficMetrics,0,0,1,50232,14,50232,14,0,0,0,0
OutboundTrafficMetrics,0,0,8,37424,16,37424,16,0,0,0,0
InboundTrafficMetrics,0,0,1,49648,14,49648,14,0,0,0,0
OutboundTrafficMetrics,0,0,3,12848,8,12848,8,0,0,0,0
InboundTrafficMetrics,0,0,5,12176,6,12176,6,0,0,0,0
OutboundTrafficMetrics,0,0,3,12848,8,12848,8,0,0,0,0
InboundTrafficMetrics,0,0,5,11888,6,11888,6,0,0,0,0
OutboundTrafficMetrics,0,0,4,19448,14,19448,14,0,0,0,0
InboundTrafficMetrics,0,0,1,75240,17,75240,17,0,0,0,0
OutboundTrafficMetrics,0,0,4,19448,14,19448,14,0,0,0,0
InboundTrafficMetrics,0,0,1,74952,17,74952,17,0,0,0,0
OutboundTrafficMetrics,0,0,8,45472,16,45472,16,0,0,0,0
InboundTrafficMetrics,0,0,1,40768,13,40768,13,0,0,0,0
OutboundTrafficMetrics,0,0,8,45472,16,45472,16,0,0,0,0
InboundTrafficMetrics,0,0,1,40192,13,40192,13,0,0,0,0
OutboundTrafficMetrics,0,0,2,17032,9,17032,9,0,0,0,0
InboundTrafficMetrics,0,0,4,17584,7,17584,7,0,0,0,0
OutboundTrafficMetrics,0,0,2,17032,9,17032,9,0,0,0,0
InboundTrafficMetrics,0,0,4,17288,7,17288,7,0,0,0,0
OutboundTrafficMetrics,1,17,7,27120,11,26984,11,0,0,0,0
InboundTrafficMetrics,0,0,8,32400,10,32400,10,0,0,0,0
OutboundTrafficMetrics,1,17,7,27120,11,26984,11,0,0,0,0
InboundTrafficMetrics,0,0,8,31816,9,31816,9,0,0,0,0
OutboundTrafficMetrics,0,0,9,18760,13,18760,13,0,0,0,0
InboundTrafficMetrics,0,0,1,78784,16,78784,16,0,0,0,0
OutboundTrafficMetrics,0,0,9,18760,13,18760,13,0,0,0,0
InboundTrafficMetrics,0,0,1,78488,16,78488,16,0,0,0,0
OutboundTrafficMetrics,0,0,5,38664,18,38664,18,0,0,0,0
InboundTrafficMetrics,0,0,1,140344,25,140344,25,0,0,0,0
OutboundTrafficMetrics,0,0,5,38664,18,38664,18,0,0,0,0
InboundTrafficMetrics,0,0,1,139760,25,139760,25,0,0,0,0
OutboundTrafficMetrics,0,0,9,80528,18,80528,18,0,0,0,0
InboundTrafficMetrics,0,0,1,29424,19,29424,19,0,0,0,0
OutboundTrafficMetrics,0,0,9,80528,18,80528,18,0,0,0,0
InboundTrafficMetrics,0,0,1,29128,19,29128,19,0,0,0,0
OutboundTrafficMetrics,0,0,1,17704,13,17704,13,0,0,0,0
InboundTrafficMetrics,0,0,2,126672,17,126672,17,0,0,0,0
OutboundTrafficMetrics,0,0,1,17704,13,17704,13,0,0,0,0
InboundTrafficMetrics,0,0,2,126384,17,126384,17,0,0,0,0
OutboundTrafficMetrics,0,0,2,13688,7,13688,7,0,0,0,0
InboundTrafficMetrics,0,0,3,12456,5,12456,5,0,0,0,0
OutboundTrafficMetrics,0,0,2,13688,7,13688,7,0,0,0,0
InboundTrafficMetrics,0,0,3,11872,5,11872,5,0,0,0,0
OutboundTrafficMetrics,0,0,8,36592,15,36592,15,0,0,0,0
InboundTrafficMetrics,0,0,1,36696,12,36696,12,0,0,0,0
OutboundTrafficMetrics,0,0,8,36592,15,36592,15,0,0,0,0
InboundTrafficMetrics,0,0,1,36400,12,36400,12,0,0,0,0
OutboundTrafficMetrics,0,0,3,12216,8,12216,8,0,0,0,0
InboundTrafficMetrics,0,0,4,19848,7,19848,7,0,0,0,0
OutboundTrafficMetrics,0,0,3,12216,8,12216,8,0,0,0,0
InboundTrafficMetrics,0,0,4,19152,6,19152,6,0,0,0,0
OutboundTrafficMetrics,0,0,5,25272,12,25272,12,0,0,0,0
InboundTrafficMetrics,0,0,7,20176,8,20176,8,0,0,0,0
OutboundTrafficMetrics,0,0,5,25272,12,25272,12,0,0,0,0
InboundTrafficMetrics,0,0,7,19888,8,19888,8,0,0,0,0
OutboundTrafficMetrics,0,0,7,35776,16,35776,16,0,0,0,0
InboundTrafficMetrics,0,0,1,78448,17,78448,17,0,0,0,0
OutboundTrafficMetrics,0,0,7,35776,16,35776,16,0,0,0,0
InboundTrafficMetrics,0,0,1,77864,17,77864,17,0,0,0,0
OutboundTrafficMetrics,0,0,9,20000,15,20000,15,0,0,0,0
InboundTrafficMetrics,0,0,1,101496,21,101496,21,0,0,0,0
OutboundTrafficMetrics,0,0,9,20000,15,20000,15,0,0,0,0
InboundTrafficMetrics,0,0,1,101208,21,101208,21,0,0,0,0
OutboundTrafficMetrics,0,0,5,18304,10,18304,10,0,0,0,0
InboundTrafficMetrics,0,0,7,22984,10,22984,10,0,0,0,0
OutboundTrafficMetrics,0,0,5,18304,10,18304,10,0,0,0,0
InboundTrafficMetrics,0,0,7,22696,10,22696,10,0,0,0,0
OutboundTrafficMetrics,2,26,1,51792,17,51576,17,0,0,0,0
InboundTrafficMetrics,0,0,1,54088,15,54088,15,0,0,0,0
OutboundTrafficMetrics,2,26,1,51792,17,51576,17,0,0,0,0
InboundTrafficMetrics,0,0,1,53504,15,53504,15,0,0,0,0
OutboundTrafficMetrics,1,90,2,143016,221,142288,220,0,0,0,0
InboundTrafficMetrics,0,0,4,10424584,974,10424584,974,0,0,0,0
OutboundTrafficMetrics,1,90,2,143016,221,142288,220,0,0,0,0
InboundTrafficMetrics,0,0,4,10424296,974,10424296,974,0,0,0,0
OutboundTrafficMetrics,0,0,1,136536,229,136536,229,0,0,0,0
InboundTrafficMetrics,0,0,2,10852248,1015,10852248,1015,0,0,0,0
OutboundTrafficMetrics,0,0,1,136536,229,136536,229,0,0,0,0
InboundTrafficMetrics,0,0,2,10851664,1015,10851664,1015,0,0,0,0
OutboundTrafficMetrics,1,9,1,596872,980,596800,980,0,0,0,0
InboundTrafficMetrics,0,0,1,40887792,3788,40887792,3788,0,0,0,0
OutboundTrafficMetrics,1,9,1,596872,980,596800,980,0,0,0,0
InboundTrafficMetrics,0,0,1,40887504,3788,40887504,3788,0,0,0,0
OutboundTrafficMetrics,1,9,8,741488,1206,741416,1206,0,0,0,0
InboundTrafficMetrics,0,0,1,50123784,4638,50123784,4638,0,0,0,0
OutboundTrafficMetrics,1,9,8,741488,1206,741416,1206,0,0,0,0
InboundTrafficMetrics,0,0,1,50123496,4638,50123496,4638,0,0,0,0
OutboundTrafficMetrics,1,9,9,1189584,1752,1189512,1752,0,0,0,0
InboundTrafficMetrics,0,0,1,50851352,4705,50851352,4705,0,0,0,0
OutboundTrafficMetrics,1,9,9,1189584,1752,1189512,1752,0,0,0,0
InboundTrafficMetrics,0,0,1,50850768,4705,50850768,4705,0,0,0,0
OutboundTrafficMetrics,1,9,3,897304,1339,897232,1339,0,0,0,0
InboundTrafficMetrics,0,0,6,44221008,4091,44221008,4091,0,0,0,0
OutboundTrafficMetrics,1,9,3,897304,1339,897232,1339,0,0,0,0
InboundTrafficMetrics,0,0,6,44220720,4091,44220720,4091,0,0,0,0
OutboundTrafficMetrics,1,9,1,382096,575,382024,574,0,0,0,0
InboundTrafficMetrics,0,0,2,41616944,3857,41616944,3857,0,0,0,0
OutboundTrafficMetrics,1,9,1,382096,575,382024,574,0,0,0,0
InboundTrafficMetrics,0,0,2,41616240,3857,41616240,3857,0,0,0,0
OutboundTrafficMetrics,0,0,1,896728,1324,896728,1324,0,0,0,0
InboundTrafficMetrics,0,0,2,50203176,4651,50203176,4651,0,0,0,0
OutboundTrafficMetrics,0,0,1,896728,1324,896728,1324,0,0,0,0
InboundTrafficMetrics,0,0,2,50202888,4651,50202888,4651,0,0,0,0
OutboundTrafficMetrics,0,0,2,690088,1102,690088,1102,0,0,0,0
InboundTrafficMetrics,0,0,5,50751224,4694,50751224,4694,0,0,0,0
OutboundTrafficMetrics,0,0,2,690088,1102,690088,1102,0,0,0,0
InboundTrafficMetrics,0,0,5,50750640,4694,50750640,4694,0,0,0,0
OutboundTrafficMetrics,0,0,5,540488,971,540488,971,0,0,0,0
InboundTrafficMetrics,0,0,8,50323032,4660,50323032,4660,0,0,0,0
OutboundTrafficMetrics,0,0,5,540488,971,540488,971,0,0,0,0
InboundTrafficMetrics,0,0,8,50322744,4660,50322744,4660,0,0,0,0
OutboundTrafficMetrics,0,0,2,53384,85,53384,85,0,0,0,0
InboundTrafficMetrics,0,0,3,4245336,397,4245336,397,0,0,0,0
OutboundTrafficMetrics,0,0,2,53384,85,53384,85,0,0,0,0
InboundTrafficMetrics,0,0,3,4245048,397,4245048,397,0,0,0,0
OutboundTrafficMetrics,2,26,6,20216,11,20000,10,0,0,0,0
InboundTrafficMetrics,0,0,7,24456,9,24456,9,0,0,0,0
OutboundTrafficMetrics,2,26,6,20216,11,20000,10,0,0,0,0
InboundTrafficMetrics,0,0,7,23872,9,23872,9,0,0,0,0
OutboundTrafficMetrics,0,0,1,42872,19,42872,19,0,0,0,0
InboundTrafficMetrics,1,9,2,61712,18,61640,18,0,0,0,0
OutboundTrafficMetrics,0,0,1,42872,19,42872,19,0,0,0,0
InboundTrafficMetrics,1,9,2,61424,18,61352,18,0,0,0,0
OutboundTrafficMetrics,0,0,4,17928,11,17928,11,0,0,0,0
InboundTrafficMetrics,0,0,7,24240,8,24240,8,0,0,0,0
OutboundTrafficMetrics,0,0,4,17928,11,17928,11,0,0,0,0
InboundTrafficMetrics,0,0,7,23664,8,23664,8,0,0,0,0
OutboundTrafficMetrics,0,0,8,30472,15,30472,15,0,0,0,0
InboundTrafficMetrics,0,0,1,42528,12,42528,12,0,0,0,0
OutboundTrafficMetrics,0,0,8,30472,15,30472,15,0,0,0,0
InboundTrafficMetrics,0,0,1,42232,12,42232,12,0,0,0,0
OutboundTrafficMetrics,0,0,2,11976,8,11976,8,0,0,0,0
InboundTrafficMetrics,0,0,3,9288,6,9288,6,0,0,0,0
OutboundTrafficMetrics,0,0,2,11976,8,11976,8,0,0,0,0
InboundTrafficMetrics,0,0,3,8712,6,8712,6,0,0,0,0
OutboundTrafficMetrics,0,0,4,12360,7,12360,7,0,0,0,0
InboundTrafficMetrics,0,0,5,14776,6,14776,6,0,0,0,0
OutboundTrafficMetrics,0,0,4,12360,7,12360,7,0,0,0,0
InboundTrafficMetrics,0,0,5,14480,6,14480,6,0,0,0,0
OutboundTrafficMetrics,1,9,4,94856,54,94784,54,0,0,0,0
InboundTrafficMetrics,0,0,4,440952,76,440952,76,0,0,0,0
OutboundTrafficMetrics,1,9,4,94856,54,94784,54,0,0,0,0
InboundTrafficMetrics,0,0,4,440656,76,440656,76,0,0,0,0
OutboundTrafficMetrics,0,0,1,66200,101,66200,101,0,0,0,0
InboundTrafficMetrics,0,0,1,1776616,174,1776616,174,0,0,0,0
OutboundTrafficMetrics,0,0,1,66200,101,66200,101,0,0,0,0
InboundTrafficMetrics,0,0,1,1776040,174,1776040,174,0,0,0,0
OutboundTrafficMetrics,0,0,3,16184,8,16184,8,0,0,0,0
InboundTrafficMetrics,0,0,5,15184,7,15184,7,0,0,0,0
OutboundTrafficMetrics,0,0,3,16184,8,16184,8,0,0,0,0
InboundTrafficMetrics,0,0,5,14776,6,14776,6,0,0,0,0
OutboundTrafficMetrics,3,24,2,19896,15,19696,14,0,0,0,0
InboundTrafficMetrics,0,0,3,34304,13,34304,13,0,0,0,0
OutboundTrafficMetrics,3,24,2,19896,15,19696,14,0,0,0,0
InboundTrafficMetrics,0,0,3,33728,13,33728,13,0,0,0,0
OutboundTrafficMetrics,1,9,7,108400,25,108328,25,0,0,0,0
InboundTrafficMetrics,0,0,1,60680,27,60680,27,0,0,0,0
OutboundTrafficMetrics,1,9,7,108400,25,108328,25,0,0,0,0
InboundTrafficMetrics,0,0,1,60384,27,60384,27,0,0,0,0
OutboundTrafficMetrics,0,0,2,16392,7,16392,7,0,0,0,0
InboundTrafficMetrics,0,0,5,15656,6,15656,6,0,0,0,0
OutboundTrafficMetrics,0,0,2,16392,7,16392,7,0,0,0,0
InboundTrafficMetrics,0,0,5,15368,6,15368,6,0,0,0,0
OutboundTrafficMetrics,4,354,2,40832,24,38000,20,0,0,0,0
InboundTrafficMetrics,0,0,5,59216,20,59216,20,0,0,0,0
OutboundTrafficMetrics,4,354,2,40832,24,38000,20,0,0,0,0
InboundTrafficMetrics,0,0,5,58640,19,58640,19,0,0,0,0
OutboundTrafficMetrics,8,59,1,55240,19,54768,18,0,0,0,0
InboundTrafficMetrics,0,0,1,34608,20,34608,20,0,0,0,0
OutboundTrafficMetrics,8,59,1,55240,19,54768,18,0,0,0,0
InboundTrafficMetrics,0,0,1,34320,20,34320,20,0,0,0,0
OutboundTrafficMetrics,3,21,9,120144,30,119968,29,0,0,0,0
InboundTrafficMetrics,0,0,1,96160,31,96160,31,0,0,0,0
OutboundTrafficMetrics,3,21,9,120144,30,119968,29,0,0,0,0
InboundTrafficMetrics,0,0,1,95576,31,95576,31,0,0,0,0
OutboundTrafficMetrics,0,0,5,57296,18,57296,18,0,0,0,0
InboundTrafficMetrics,0,0,1,52720,16,52720,16,0,0,0,0
OutboundTrafficMetrics,0,0,5,57296,18,57296,18,0,0,0,0
InboundTrafficMetrics,0,0,1,52424,16,52424,16,0,0,0,0
OutboundTrafficMetrics,2,18,5,23792,13,23648,12,0,0,0,0
InboundTrafficMetrics,0,0,1,29392,11,29392,11,0,0,0,0
OutboundTrafficMetrics,2,18,5,23792,13,23648,12,0,0,0,0
InboundTrafficMetrics,0,0,1,28816,11,28816,11,0,0,0,0
OutboundTrafficMetrics,0,0,2,19136,13,19136,13,0,0,0,0
InboundTrafficMetrics,0,0,5,91424,14,91424,14,0,0,0,0
OutboundTrafficMetrics,0,0,2,19136,13,19136,13,0,0,0,0
InboundTrafficMetrics,0,0,5,91136,14,91136,14,0,0,0,0
OutboundTrafficMetrics,1,9,3,32456,14,32384,14,0,0,0,0
InboundTrafficMetrics,0,0,5,45048,14,45048,14,0,0,0,0
OutboundTrafficMetrics,1,9,3,32456,14,32384,14,0,0,0,0
InboundTrafficMetrics,0,0,5,44752,13,44752,13,0,0,0,0
OutboundTrafficMetrics,0,0,6,60816,27,60816,27,0,0,0,0
InboundTrafficMetrics,1,6,8,261072,61,261024,60,0,0,0,0
OutboundTrafficMetrics,0,0,6,60816,27,60816,27,0,0,0,0
InboundTrafficMetrics,1,6,8,260496,60,260448,60,0,0,0,0
OutboundTrafficMetrics,2,15,2,227656,91,227528,91,0,0,0,0
InboundTrafficMetrics,0,0,4,885416,185,885416,185,0,0,0,0
OutboundTrafficMetrics,2,15,2,227656,91,227528,91,0,0,0,0
InboundTrafficMetrics,0,0,4,885128,185,885128,185,0,0,0,0
OutboundTrafficMetrics,2,202,5,60168,37,58544,34,0,0,0,0
InboundTrafficMetrics,1,6,9,266648,63,266600,63,0,0,0,0
OutboundTrafficMetrics,2,202,5,60168,37,58544,34,0,0,0,0
InboundTrafficMetrics,1,6,9,265952,63,265904,62,0,0,0,0
OutboundTrafficMetrics,6,46,4,22928,13,22552,12,0,0,0,0
InboundTrafficMetrics,0,0,7,81464,23,81464,23,0,0,0,0
OutboundTrafficMetrics,6,46,4,22928,13,22552,12,0,0,0,0
InboundTrafficMetrics,0,0,7,80888,22,80888,22,0,0,0,0
OutboundTrafficMetrics,0,0,2,11712,6,11712,6,0,0,0,0
InboundTrafficMetrics,0,0,8,9040,5,9040,5,0,0,0,0
OutboundTrafficMetrics,0,0,2,11712,6,11712,6,0,0,0,0
InboundTrafficMetrics,0,0,8,8752,5,8752,5,0,0,0,0
OutboundTrafficMetrics,1,17,1,124632,32,124488,31,0,0,0,0
InboundTrafficMetrics,0,0,1,190752,35,190752,35,0,0,0,0
OutboundTrafficMetrics,1,17,1,124632,32,124488,31,0,0,0,0
InboundTrafficMetrics,0,0,1,190464,35,190464,35,0,0,0,0
OutboundTrafficMetrics,0,0,1,37024,12,37024,12,0,0,0,0
InboundTrafficMetrics,0,0,3,27568,11,27568,11,0,0,0,0
OutboundTrafficMetrics,0,0,1,37024,12,37024,12,0,0,0,0
InboundTrafficMetrics,0,0,3,26920,11,26920,11,0,0,0,0
OutboundTrafficMetrics,0,0,3,37104,17,37104,17,0,0,0,0
InboundTrafficMetrics,0,0,6,53160,16,53160,16,0,0,0,0
OutboundTrafficMetrics,0,0,3,37104,17,37104,17,0,0,0,0
InboundTrafficMetrics,0,0,6,52872,16,52872,16,0,0,0,0
OutboundTrafficMetrics,2,18,7,22712,12,22568,12,0,0,0,0
InboundTrafficMetrics,0,0,1,30656,10,30656,10,0,0,0,0
OutboundTrafficMetrics,2,18,7,22712,12,22568,12,0,0,0,0
InboundTrafficMetrics,0,0,1,30072,10,30072,10,0,0,0,0
OutboundTrafficMetrics,0,0,8,26376,17,26376,17,0,0,0,0
InboundTrafficMetrics,0,0,1,33800,18,33800,18,0,0,0,0
OutboundTrafficMetrics,0,0,8,26376,17,26376,17,0,0,0,0
InboundTrafficMetrics,0,0,1,33512,18,33512,18,0,0,0,0
OutboundTrafficMetrics,0,0,3,14432,8,14432,8,0,0,0,0
InboundTrafficMetrics,0,0,4,14960,7,14960,7,0,0,0,0
OutboundTrafficMetrics,0,0,3,14432,8,14432,8,0,0,0,0
InboundTrafficMetrics,0,0,4,14672,6,14672,6,0,0,0,0
OutboundTrafficMetrics,0,0,9,32952,19,32952,19,0,0,0,0
InboundTrafficMetrics,0,0,1,53656,18,53656,18,0,0,0,0
OutboundTrafficMetrics,0,0,9,32952,19,32952,19,0,0,0,0
InboundTrafficMetrics,0,0,1,53072,17,53072,17,0,0,0,0
OutboundTrafficMetrics,0,0,2,70080,38,70080,38,0,0,0,0
InboundTrafficMetrics,0,0,3,121264,38,121264,38,0,0,0,0
OutboundTrafficMetrics,0,0,2,70080,38,70080,38,0,0,0,0
InboundTrafficMetrics,0,0,3,120976,38,120976,38,0,0,0,0
OutboundTrafficMetrics,0,0,8,42816,28,42816,28,0,0,0,0
InboundTrafficMetrics,0,0,1,64128,26,64128,26,0,0,0,0
OutboundTrafficMetrics,0,0,8,42816,28,42816,28,0,0,0,0
InboundTrafficMetrics,0,0,1,63544,26,63544,26,0,0,0,0
OutboundTrafficMetrics,0,0,1,29864,28,29864,28,0,0,0,0
InboundTrafficMetrics,0,0,1,50760,25,50760,25,0,0,0,0
OutboundTrafficMetrics,0,0,1,29864,28,29864,28,0,0,0,0
InboundTrafficMetrics,0,0,1,50352,24,50352,24,0,0,0,0
OutboundTrafficMetrics,0,0,1,66544,26,66544,26,0,0,0,0
InboundTrafficMetrics,0,0,2,60712,23,60712,23,0,0,0,0
OutboundTrafficMetrics,0,0,1,66544,26,66544,26,0,0,0,0
InboundTrafficMetrics,0,0,2,60128,22,60128,22,0,0,0,0
OutboundTrafficMetrics,0,0,3,28928,10,28928,10,0,0,0,0
InboundTrafficMetrics,0,0,5,24104,8,24104,8,0,0,0,0
OutboundTrafficMetrics,0,0,3,28928,10,28928,10,0,0,0,0
InboundTrafficMetrics,0,0,5,23808,7,23808,7,0,0,0,0
OutboundTrafficMetrics,1,17,8,30224,13,30080,12,0,0,0,0
InboundTrafficMetrics,0,0,1,34312,10,34312,10,0,0,0,0
OutboundTrafficMetrics,1,17,8,30224,13,30080,12,0,0,0,0
InboundTrafficMetrics,0,0,1,34016,10,34016,10,0,0,0,0
OutboundTrafficMetrics,0,0,1,43208,14,43208,14,0,0,0,0
InboundTrafficMetrics,0,0,1,29344,11,29344,11,0,0,0,0
OutboundTrafficMetrics,0,0,1,43208,14,43208,14,0,0,0,0
InboundTrafficMetrics,0,0,1,28760,11,28760,11,0,0,0,0
OutboundTrafficMetrics,0,0,1,39744,19,39744,19,0,0,0,0
InboundTrafficMetrics,0,0,1,44544,16,44544,16,0,0,0,0
OutboundTrafficMetrics,0,0,1,39744,19,39744,19,0,0,0,0
InboundTrafficMetrics,0,0,1,44248,16,44248,16,0,0,0,0
OutboundTrafficMetrics,0,0,1,28200,15,28200,15,0,0,0,0
InboundTrafficMetrics,0,0,1,31768,16,31768,16,0,0,0,0
OutboundTrafficMetrics,0,0,1,28200,15,28200,15,0,0,0,0
InboundTrafficMetrics,0,0,1,31184,16,31184,16,0,0,0,0
OutboundTrafficMetrics,0,0,5,33544,17,33544,17,0,0,0,0
InboundTrafficMetrics,0,0,7,132856,19,132856,19,0,0,0,0
OutboundTrafficMetrics,0,0,5,33544,17,33544,17,0,0,0,0
InboundTrafficMetrics,0,0,7,132560,19,132560,19,0,0,0,0
OutboundTrafficMetrics,0,0,6,43352,13,43352,13,0,0,0,0
InboundTrafficMetrics,0,0,1,29824,10,29824,10,0,0,0,0
OutboundTrafficMetrics,0,0,6,43352,13,43352,13,0,0,0,0
InboundTrafficMetrics,0,0,1,29248,10,29248,10,0,0,0,0
OutboundTrafficMetrics,1,9,4,11944,8,11872,8,0,0,0,0
InboundTrafficMetrics,0,0,7,11968,6,11968,6,0,0,0,0
OutboundTrafficMetrics,1,9,4,11944,8,11872,8,0,0,0,0
InboundTrafficMetrics,0,0,7,11672,6,11672,6,0,0,0,0
OutboundTrafficMetrics,0,0,1,473680,784,473680,784,0,0,0,0
InboundTrafficMetrics,0,0,2,38994200,3614,38994200,3614,0,0,0,0
OutboundTrafficMetrics,0,0,1,473680,784,473680,784,0,0,0,0
InboundTrafficMetrics,0,0,2,38993912,3614,38993912,3614,0,0,0,0
OutboundTrafficMetrics,0,0,1,702488,1007,702488,1007,0,0,0,0
InboundTrafficMetrics,0,0,3,51037792,4740,51037792,4740,0,0,0,0
OutboundTrafficMetrics,0,0,1,702488,1007,702488,1007,0,0,0,0
InboundTrafficMetrics,0,0,3,51037216,4740,51037216,4740,0,0,0,0
OutboundTrafficMetrics,0,0,1,655104,1003,655104,1003,0,0,0,0
InboundTrafficMetrics,0,0,1,50634896,4696,50634896,4696,0,0,0,0
OutboundTrafficMetrics,0,0,1,655104,1003,655104,1003,0,0,0,0
InboundTrafficMetrics,0,0,1,50634600,4696,50634600,4696,0,0,0,0
OutboundTrafficMetrics,3,29,2,1031936,1078,1031696,1077,0,0,0,0
InboundTrafficMetrics,0,0,3,50971560,4773,50971560,4773,0,0,0,0
OutboundTrafficMetrics,3,29,2,1031936,1078,1031696,1077,0,0,0,0
InboundTrafficMetrics,0,0,3,50970864,4773,50970864,4773,0,0,0,0
OutboundTrafficMetrics,1,108,3,1171568,1068,1170704,1067,0,0,0,0
InboundTrafficMetrics,0,0,4,51063312,4842,51063312,4842,0,0,0,0
OutboundTrafficMetrics,1,108,3,1171568,1068,1170704,1067,0,0,0,0
InboundTrafficMetrics,0,0,4,51063024,4842,51063024,4842,0,0,0,0
OutboundTrafficMetrics,9,90,3,728984,488,728256,488,0,0,0,0
InboundTrafficMetrics,1,6,4,20831440,2004,20831384,2004,0,0,0,0
OutboundTrafficMetrics,9,90,3,728984,488,728256,488,0,0,0,0
InboundTrafficMetrics,1,6,4,20830856,2004,20830808,2004,0,0,0,0
OutboundTrafficMetrics,1,141,3,306912,97,305776,95,0,0,0,0
InboundTrafficMetrics,0,0,4,999304,155,999304,155,0,0,0,0
OutboundTrafficMetrics,1,141,3,306912,97,305776,95,0,0,0,0
InboundTrafficMetrics,0,0,4,999016,155,999016,155,0,0,0,0
OutboundTrafficMetrics,1,100,1,597352,279,596544,278,0,0,0,0
InboundTrafficMetrics,0,0,2,7100488,756,7100488,756,0,0,0,0
OutboundTrafficMetrics,1,100,1,597352,279,596544,278,0,0,0,0
InboundTrafficMetrics,0,0,2,7100200,756,7100200,756,0,0,0,0
OutboundTrafficMetrics,1,147,1,374232,69,373048,67,0,0,0,0
InboundTrafficMetrics,0,0,2,317424,69,317424,69,0,0,0,0
OutboundTrafficMetrics,1,147,1,374232,69,373048,67,0,0,0,0
InboundTrafficMetrics,0,0,2,316840,69,316840,69,0,0,0,0
OutboundTrafficMetrics,1,120,9,166496,41,165536,40,0,0,0,0
InboundTrafficMetrics,0,0,1,149208,35,149208,35,0,0,0,0
OutboundTrafficMetrics,1,120,9,166496,41,165536,40,0,0,0,0
InboundTrafficMetrics,0,0,1,148920,35,148920,35,0,0,0,0
OutboundTrafficMetrics,4,39,2,254592,80,254280,79,0,0,0,0
InboundTrafficMetrics,0,0,4,677648,99,677648,99,0,0,0,0
OutboundTrafficMetrics,4,39,2,254592,80,254280,79,0,0,0,0
InboundTrafficMetrics,0,0,4,677064,99,677064,99,0,0,0,0
OutboundTrafficMetrics,1,10,7,47928,30,47848,30,0,0,0,0
InboundTrafficMetrics,0,0,1,315832,42,315832,42,0,0,0,0
OutboundTrafficMetrics,1,10,7,47928,30,47848,30,0,0,0,0
InboundTrafficMetrics,0,0,1,315544,42,315544,42,0,0,0,0
OutboundTrafficMetrics,2,14,4,23640,12,23520,12,0,0,0,0
InboundTrafficMetrics,0,0,6,31464,11,31464,11,0,0,0,0
OutboundTrafficMetrics,2,14,4,23640,12,23520,12,0,0,0,0
InboundTrafficMetrics,0,0,6,31168,11,31168,11,0,0,0,0
OutboundTrafficMetrics,1,9,2,39624,18,39552,18,0,0,0,0
InboundTrafficMetrics,0,0,4,36472,14,36472,14,0,0,0,0
OutboundTrafficMetrics,1,9,2,39624,18,39552,18,0,0,0,0
InboundTrafficMetrics,0,0,4,35896,14,35896,14,0,0,0,0
OutboundTrafficMetrics,0,0,3,17120,12,17120,12,0,0,0,0
InboundTrafficMetrics,0,0,4,17016,9,17016,9,0,0,0,0
OutboundTrafficMetrics,0,0,3,17120,12,17120,12,0,0,0,0
InboundTrafficMetrics,0,0,4,16728,9,16728,9,0,0,0,0
