category,timestamp,n_pkts_dropped,n_bits_dropped,n_pkts_bypassed,n_rx_bits,n_rx_pkts,n_tx_bits,n_tx_pkts,n_rx_offload_bits,n_rx_offload_pkts,n_tx_offload_bits,n_tx_offload_pkts
OutboundTrafficMetrics,30-05-2023 05:31:11,3,35,5,13248,8,12968,8,0,0,0,0
InboundTrafficMetrics,30-05-2023 05:31:11,0,0,7,16656,7,16656,7,0,0,0,0
OutboundTrafficMetrics,30-05-2023 05:31:11,3,35,5,13248,8,12968,8,0,0,0,0
InboundTrafficMetrics,30-05-2023 05:31:11,0,0,7,16360,7,16360,7,0,0,0,0
OutboundTrafficMetrics,30-05-2023 05:31:11,0,0,0,0,0,0,0,0,0,0,0
InboundTrafficMetrics,30-05-2023 05:31:11,0,0,0,0,0,0,0,0,0,0,0
OutboundTrafficMetrics,30-05-2023 05:31:21,1,9,4,9272,4,9200,4,0,0,0,0
InboundTrafficMetrics,30-05-2023 05:31:21,0,0,5,7312,4,7312,4,0,0,0,0
OutboundTrafficMetrics,30-05-2023 05:31:21,1,9,4,9272,4,9200,4,0,0,0,0
InboundTrafficMetrics,30-05-2023 05:31:21,0,0,5,7024,4,7024,4,0,0,0,0
OutboundTrafficMetrics,30-05-2023 05:31:21,0,0,0,0,0,0,0,0,0,0,0
InboundTrafficMetrics,30-05-2023 05:31:21,0,0,0,0,0,0,0,0,0,0,0
OutboundTrafficMetrics,30-05-2023 05:31:31,0,0,5,6696,6,6696,6,0,0,0,0
InboundTrafficMetrics,30-05-2023 05:31:31,0,0,6,59512,9,59512,9,0,0,0,0
OutboundTrafficMetrics,30-05-2023 05:31:31,0,0,5,6696,6,6696,6,0,0,0,0
InboundTrafficMetrics,30-05-2023 05:31:31,0,0,6,58928,8,58928,8,0,0,0,0
OutboundTrafficMetrics,30-05-2023 05:31:31,0,0,0,0,0,0,0,0,0,0,0
InboundTrafficMetrics,30-05-2023 05:31:31,0,0,0,0,0,0,0,0,0,0,0
OutboundTrafficMetrics,30-05-2023 05:31:41,1,9,5,7264,4,7192,4,0,0,0,0
InboundTrafficMetrics,30-05-2023 05:31:41,0,0,6,7080,4,7080,4,0,0,0,0
OutboundTrafficMetrics,30-05-2023 05:31:41,1,9,5,7264,4,7192,4,0,0,0,0
InboundTrafficMetrics,30-05-2023 05:31:41,0,0,6,6792,4,6792,4,0,0,0,0
OutboundTrafficMetrics,30-05-2023 05:31:41,0,0,0,0,0,0,0,0,0,0,0
InboundTrafficMetrics,30-05-2023 05:31:41,0,0,0,0,0,0,0,0,0,0,0
OutboundTrafficMetrics,30-05-2023 05:31:51,0,0,5,13616,5,13616,5,0,0,0,0
InboundTrafficMetrics,30-05-2023 05:31:51,0,0,7,13424,4,13424,4,0,0,0,0
OutboundTrafficMetrics,30-05-2023 05:31:51,0,0,5,13616,5,13616,5,0,0,0,0
InboundTrafficMetrics,30-05-2023 05:31:51,0,0,7,12840,4,12840,4,0,0,0,0
OutboundTrafficMetrics,30-05-2023 05:31:51,0,0,0,0,0,0,0,0,0,0,0
InboundTrafficMetrics,30-05-2023 05:31:51,0,0,0,0,0,0,0,0,0,0,0
OutboundTrafficMetrics,30-05-2023 05:32:01,0,0,2,14024,7,14024,7,0,0,0,0
InboundTrafficMetrics,30-05-2023 05:32:01,0,0,3,8848,5,8848,5,0,0,0,0
OutboundTrafficMetrics,30-05-2023 05:32:01,0,0,2,14024,7,14024,7,0,0,0,0
InboundTrafficMetrics,30-05-2023 05:32:01,0,0,3,8560,5,8560,5,0,0,0,0
OutboundTrafficMetrics,30-05-2023 05:32:01,0,0,0,0,0,0,0,0,0,0,0
InboundTrafficMetrics,30-05-2023 05:32:01,0,0,0,0,0,0,0,0,0,0,0
OutboundTrafficMetrics,30-05-2023 05:32:11,2,18,2,30056,12,29912,12,0,0,0,0
InboundTrafficMetrics,30-05-2023 05:32:11,0,0,4,22432,9,22432,9,0,0,0,0
OutboundTrafficMetrics,30-05-2023 05:32:11,2,18,2,30056,12,29912,12,0,0,0,0
InboundTrafficMetrics,30-05-2023 05:32:11,0,0,4,22144,9,22144,9,0,0,0,0
OutboundTrafficMetrics,30-05-2023 05:32:11,0,0,0,0,0,0,0,0,0,0,0
InboundTrafficMetrics,30-05-2023 05:32:11,0,0,0,0,0,0,0,0,0,0,0
OutboundTrafficMetrics,30-05-2023 05:32:21,1,9,4,7408,3,7336,3,0,0,0,0
InboundTrafficMetrics,30-05-2023 05:32:21,0,0,5,6008,3,6008,3,0,0,0,0
OutboundTrafficMetrics,30-05-2023 05:32:21,1,9,4,7408,3,7336,3,0,0,0,0
InboundTrafficMetrics,30-05-2023 05:32:21,0,0,5,5312,3,5312,3,0,0,0,0
OutboundTrafficMetrics,30-05-2023 05:32:21,0,0,0,0,0,0,0,0,0,0,0
InboundTrafficMetrics,30-05-2023 05:32:21,0,0,0,0,0,0,0,0,0,0,0
OutboundTrafficMetrics,30-05-2023 05:32:31,0,0,1,8280,3,8280,3,0,0,0,0
InboundTrafficMetrics,30-05-2023 05:32:31,0,0,1,6000,3,6000,3,0,0,0,0
OutboundTrafficMetrics,30-05-2023 05:32:31,0,0,1,8280,3,8280,3,0,0,0,0
InboundTrafficMetrics,30-05-2023 05:32:31,0,0,1,5712,3,5712,3,0,0,0,0
OutboundTrafficMetrics,30-05-2023 05:32:31,0,0,0,0,0,0,0,0,0,0,0
InboundTrafficMetrics,30-05-2023 05:32:31,0,0,0,0,0,0,0,0,0,0,0
OutboundTrafficMetrics,30-05-2023 05:32:41,1,9,1,1992,2,1920,2,0,0,0,0
InboundTrafficMetrics,30-05-2023 05:32:41,0,0,1,2448,2,2448,2,0,0,0,0
OutboundTrafficMetrics,30-05-2023 05:32:41,1,9,1,1992,2,1920,2,0,0,0,0
InboundTrafficMetrics,30-05-2023 05:32:41,0,0,1,1864,2,1864,2,0,0,0,0
OutboundTrafficMetrics,30-05-2023 05:32:41,0,0,0,0,0,0,0,0,0,0,0
InboundTrafficMetrics,30-05-2023 05:32:41,0,0,0,0,0,0,0,0,0,0,0
OutboundTrafficMetrics,30-05-2023 05:32:51,1,17,1,2336,2,2200,1,0,0,0,0
InboundTrafficMetrics,30-05-2023 05:32:51,0,0,1,1672,2,1672,2,0,0,0,0
OutboundTrafficMetrics,30-05-2023 05:32:51,1,17,1,2336,2,2200,1,0,0,0,0
InboundTrafficMetrics,30-05-2023 05:32:51,0,0,1,1384,1,1384,1,0,0,0,0
OutboundTrafficMetrics,30-05-2023 05:32:51,0,0,0,0,0,0,0,0,0,0,0
InboundTrafficMetrics,30-05-2023 05:32:51,0,0,0,0,0,0,0,0,0,0,0
OutboundTrafficMetrics,30-05-2023 05:33:01,0,0,5,17416,9,17416,9,0,0,0,0
InboundTrafficMetrics,30-05-2023 05:33:01,0,0,8,22712,8,22712,8,0,0,0,0
OutboundTrafficMetrics,30-05-2023 05:33:01,0,0,5,17416,9,17416,9,0,0,0,0
InboundTrafficMetrics,30-05-2023 05:33:01,0,0,8,22128,8,22128,8,0,0,0,0
OutboundTrafficMetrics,30-05-2023 05:33:01,0,0,0,0,0,0,0,0,0,0,0
InboundTrafficMetrics,30-05-2023 05:33:01,0,0,0,0,0,0,0,0,0,0,0
OutboundTrafficMetrics,30-05-2023 05:33:11,1,17,5,22360,13,22224,13,0,0,0,0
InboundTrafficMetrics,30-05-2023 05:33:11,0,0,9,25048,16,25048,16,0,0,0,0
OutboundTrafficMetrics,30-05-2023 05:33:11,1,17,5,22360,13,22224,13,0,0,0,0
InboundTrafficMetrics,30-05-2023 05:33:11,0,0,9,24760,16,24760,16,0,0,0,0
OutboundTrafficMetrics,30-05-2023 05:33:11,0,0,0,0,0,0,0,0,0,0,0
InboundTrafficMetrics,30-05-2023 05:33:11,0,0,0,0,0,0,0,0,0,0,0
OutboundTrafficMetrics,30-05-2023 05:33:21,1,9,3,9616,3,9544,3,0,0,0,0
InboundTrafficMetrics,30-05-2023 05:33:21,0,0,3,2952,3,2952,3,0,0,0,0
OutboundTrafficMetrics,30-05-2023 05:33:21,1,9,3,9616,3,9544,3,0,0,0,0
InboundTrafficMetrics,30-05-2023 05:33:21,0,0,3,2664,3,2664,3,0,0,0,0
OutboundTrafficMetrics,30-05-2023 05:33:21,0,0,0,0,0,0,0,0,0,0,0
InboundTrafficMetrics,30-05-2023 05:33:21,0,0,0,0,0,0,0,0,0,0,0
OutboundTrafficMetrics,30-05-2023 05:33:31,1,9,1,1688,2,1616,1,0,0,0,0
InboundTrafficMetrics,30-05-2023 05:33:31,0,0,1,4424,2,4424,2,0,0,0,0
OutboundTrafficMetrics,30-05-2023 05:33:31,1,9,1,1688,2,1616,1,0,0,0,0
InboundTrafficMetrics,30-05-2023 05:33:31,0,0,1,3840,2,3840,2,0,0,0,0
OutboundTrafficMetrics,30-05-2023 05:33:31,0,0,0,0,0,0,0,0,0,0,0
InboundTrafficMetrics,30-05-2023 05:33:31,0,0,0,0,0,0,0,0,0,0,0
OutboundTrafficMetrics,30-05-2023 05:33:41,1,9,5,5536,4,5464,4,0,0,0,0
InboundTrafficMetrics,30-05-2023 05:33:41,0,0,6,8648,4,8648,4,0,0,0,0
OutboundTrafficMetrics,30-05-2023 05:33:41,1,9,5,5536,4,5464,4,0,0,0,0
InboundTrafficMetrics,30-05-2023 05:33:41,0,0,6,8288,4,8288,4,0,0,0,0
OutboundTrafficMetrics,30-05-2023 05:33:41,0,0,0,0,0,0,0,0,0,0,0
InboundTrafficMetrics,30-05-2023 05:33:41,0,0,0,0,0,0,0,0,0,0,0
OutboundTrafficMetrics,30-05-2023 05:33:51,1,9,2,4624,2,4552,2,0,0,0,0
InboundTrafficMetrics,30-05-2023 05:33:51,0,0,2,3160,2,3160,2,0,0,0,0
OutboundTrafficMetrics,30-05-2023 05:33:51,1,9,2,4624,2,4552,2,0,0,0,0
InboundTrafficMetrics,30-05-2023 05:33:51,0,0,2,2368,2,2368,2,0,0,0,0
OutboundTrafficMetrics,30-05-2023 05:33:51,0,0,0,0,0,0,0,0,0,0,0
InboundTrafficMetrics,30-05-2023 05:33:51,0,0,0,0,0,0,0,0,0,0,0
OutboundTrafficMetrics,30-05-2023 05:34:01,0,0,2,13208,5,13208,5,0,0,0,0
InboundTrafficMetrics,30-05-2023 05:34:01,0,0,3,8032,4,8032,4,0,0,0,0
OutboundTrafficMetrics,30-05-2023 05:34:01,0,0,2,13208,5,13208,5,0,0,0,0
InboundTrafficMetrics,30-05-2023 05:34:01,0,0,3,7744,4,7744,4,0,0,0,0
OutboundTrafficMetrics,30-05-2023 05:34:01,0,0,0,0,0,0,0,0,0,0,0
InboundTrafficMetrics,30-05-2023 05:34:01,0,0,0,0,0,0,0,0,0,0,0
OutboundTrafficMetrics,30-05-2023 05:34:11,0,0,1,10080,7,10080,7,0,0,0,0
InboundTrafficMetrics,30-05-2023 05:34:11,0,0,5,11456,6,11456,6,0,0,0,0
OutboundTrafficMetrics,30-05-2023 05:34:11,0,0,1,10080,7,10080,7,0,0,0,0
InboundTrafficMetrics,30-05-2023 05:34:11,0,0,5,10872,6,10872,6,0,0,0,0
OutboundTrafficMetrics,30-05-2023 05:34:11,0,0,0,0,0,0,0,0,0,0,0
InboundTrafficMetrics,30-05-2023 05:34:11,0,0,0,0,0,0,0,0,0,0,0
OutboundTrafficMetrics,30-05-2023 05:34:21,1,9,7,11696,5,11624,5,0,0,0,0
InboundTrafficMetrics,30-05-2023 05:34:21,0,0,9,9056,6,9056,6,0,0,0,0
OutboundTrafficMetrics,30-05-2023 05:34:21,1,9,7,11696,5,11624,5,0,0,0,0
InboundTrafficMetrics,30-05-2023 05:34:21,0,0,9,8648,5,8648,5,0,0,0,0
OutboundTrafficMetrics,30-05-2023 05:34:21,0,0,0,0,0,0,0,0,0,0,0
InboundTrafficMetrics,30-05-2023 05:34:21,0,0,0,0,0,0,0,0,0,0,0
OutboundTrafficMetrics,30-05-2023 05:34:31,1,9,8,33360,15,33288,14,0,0,0,0
InboundTrafficMetrics,30-05-2023 05:34:31,0,0,1,188720,27,188720,27,0,0,0,0
OutboundTrafficMetrics,30-05-2023 05:34:31,1,9,8,33360,15,33288,14,0,0,0,0
InboundTrafficMetrics,30-05-2023 05:34:31,0,0,1,188424,27,188424,27,0,0,0,0
OutboundTrafficMetrics,30-05-2023 05:34:31,0,0,0,0,0,0,0,0,0,0,0
InboundTrafficMetrics,30-05-2023 05:34:31,0,0,0,0,0,0,0,0,0,0,0
OutboundTrafficMetrics,30-05-2023 05:34:41,0,0,2,8464,7,8464,7,0,0,0,0
InboundTrafficMetrics,30-05-2023 05:34:41,0,0,4,15336,10,15336,10,0,0,0,0
OutboundTrafficMetrics,30-05-2023 05:34:41,0,0,2,8464,7,8464,7,0,0,0,0
InboundTrafficMetrics,30-05-2023 05:34:41,0,0,4,14752,10,14752,10,0,0,0,0
OutboundTrafficMetrics,30-05-2023 05:34:41,0,0,0,0,0,0,0,0,0,0,0
InboundTrafficMetrics,30-05-2023 05:34:41,0,0,0,0,0,0,0,0,0,0,0
OutboundTrafficMetrics,30-05-2023 05:34:51,3,35,2,2720,2,2440,2,0,0,0,0
InboundTrafficMetrics,30-05-2023 05:34:51,0,0,2,1904,2,1904,2,0,0,0,0
OutboundTrafficMetrics,30-05-2023 05:34:51,3,35,2,2720,2,2440,2,0,0,0,0
InboundTrafficMetrics,30-05-2023 05:34:51,0,0,2,1608,1,1608,1,0,0,0,0
OutboundTrafficMetrics,30-05-2023 05:34:51,0,0,0,0,0,0,0,0,0,0,0
InboundTrafficMetrics,30-05-2023 05:34:51,0,0,0,0,0,0,0,0,0,0,0
OutboundTrafficMetrics,30-05-2023 05:35:01,0,0,2,14016,6,14016,6,0,0,0,0
InboundTrafficMetrics,30-05-2023 05:35:01,0,0,3,7504,4,7504,4,0,0,0,0
OutboundTrafficMetrics,30-05-2023 05:35:01,0,0,2,14016,6,14016,6,0,0,0,0
InboundTrafficMetrics,30-05-2023 05:35:01,0,0,3,6928,4,6928,4,0,0,0,0
OutboundTrafficMetrics,30-05-2023 05:35:01,0,0,0,0,0,0,0,0,0,0,0
InboundTrafficMetrics,30-05-2023 05:35:01,0,0,0,0,0,0,0,0,0,0,0
OutboundTrafficMetrics,30-05-2023 05:35:11,1,17,4,17152,11,17008,11,0,0,0,0
InboundTrafficMetrics,30-05-2023 05:35:11,0,0,5,19384,10,19384,10,0,0,0,0
OutboundTrafficMetrics,30-05-2023 05:35:11,1,17,4,17152,11,17008,11,0,0,0,0
InboundTrafficMetrics,30-05-2023 05:35:11,0,0,5,19096,10,19096,10,0,0,0,0
OutboundTrafficMetrics,30-05-2023 05:35:11,0,0,0,0,0,0,0,0,0,0,0
InboundTrafficMetrics,30-05-2023 05:35:11,0,0,0,0,0,0,0,0,0,0,0
OutboundTrafficMetrics,30-05-2023 05:35:21,0,0,1,1360,2,1360,2,0,0,0,0
InboundTrafficMetrics,30-05-2023 05:35:21,0,0,1,2072,2,2072,2,0,0,0,0
OutboundTrafficMetrics,30-05-2023 05:35:21,0,0,1,1360,2,1360,2,0,0,0,0
InboundTrafficMetrics,30-05-2023 05:35:21,0,0,1,1488,2,1488,2,0,0,0,0
OutboundTrafficMetrics,30-05-2023 05:35:21,0,0,0,0,0,0,0,0,0,0,0
InboundTrafficMetrics,30-05-2023 05:35:21,0,0,0,0,0,0,0,0,0,0,0
OutboundTrafficMetrics,30-05-2023 05:35:31,1,9,1,8760,4,8688,3,0,0,0,0
InboundTrafficMetrics,30-05-2023 05:35:31,0,0,1,8936,3,8936,3,0,0,0,0
OutboundTrafficMetrics,30-05-2023 05:35:31,1,9,1,8760,4,8688,3,0,0,0,0
InboundTrafficMetrics,30-05-2023 05:35:31,0,0,1,8648,3,8648,3,0,0,0,0
OutboundTrafficMetrics,30-05-2023 05:35:31,0,0,0,0,0,0,0,0,0,0,0
InboundTrafficMetrics,30-05-2023 05:35:31,0,0,0,0,0,0,0,0,0,0,0
OutboundTrafficMetrics,30-05-2023 05:35:41,1,9,1,1240,2,1168,2,0,0,0,0
InboundTrafficMetrics,30-05-2023 05:35:41,0,0,1,1624,2,1624,2,0,0,0,0
OutboundTrafficMetrics,30-05-2023 05:35:41,1,9,1,1240,2,1168,2,0,0,0,0
InboundTrafficMetrics,30-05-2023 05:35:41,0,0,1,1336,2,1336,2,0,0,0,0
OutboundTrafficMetrics,30-05-2023 05:35:41,0,0,0,0,0,0,0,0,0,0,0
InboundTrafficMetrics,30-05-2023 05:35:41,0,0,0,0,0,0,0,0,0,0,0
OutboundTrafficMetrics,30-05-2023 05:35:51,0,0,2,3112,2,3112,2,0,0,0,0
InboundTrafficMetrics,30-05-2023 05:35:51,0,0,3,2872,2,2872,2,0,0,0,0
OutboundTrafficMetrics,30-05-2023 05:35:51,0,0,2,3112,2,3112,2,0,0,0,0
InboundTrafficMetrics,30-05-2023 05:35:51,0,0,3,2288,2,2288,2,0,0,0,0
OutboundTrafficMetrics,30-05-2023 05:35:51,0,0,0,0,0,0,0,0,0,0,0
InboundTrafficMetrics,30-05-2023 05:35:51,0,0,0,0,0,0,0,0,0,0,0
OutboundTrafficMetrics,30-05-2023 05:36:01,3,27,6,12448,6,12232,6,0,0,0,0
InboundTrafficMetrics,30-05-2023 05:36:01,0,0,7,7744,4,7744,4,0,0,0,0
OutboundTrafficMetrics,30-05-2023 05:36:01,3,27,6,12448,6,12232,6,0,0,0,0
InboundTrafficMetrics,30-05-2023 05:36:01,0,0,7,7456,4,7456,4,0,0,0,0
OutboundTrafficMetrics,30-05-2023 05:36:01,0,0,0,0,0,0,0,0,0,0,0
InboundTrafficMetrics,30-05-2023 05:36:01,0,0,0,0,0,0,0,0,0,0,0
OutboundTrafficMetrics,30-05-2023 05:36:11,0,0,4,16168,13,16168,13,0,0,0,0
InboundTrafficMetrics,30-05-2023 05:36:11,0,0,1,21976,15,21976,15,0,0,0,0
OutboundTrafficMetrics,30-05-2023 05:36:11,0,0,4,16168,13,16168,13,0,0,0,0
InboundTrafficMetrics,30-05-2023 05:36:11,0,0,1,21392,15,21392,15,0,0,0,0
OutboundTrafficMetrics,30-05-2023 05:36:11,0,0,0,0,0,0,0,0,0,0,0
InboundTrafficMetrics,30-05-2023 05:36:11,0,0,0,0,0,0,0,0,0,0,0
OutboundTrafficMetrics,30-05-2023 05:36:21,0,0,4,5080,4,5080,4,0,0,0,0
InboundTrafficMetrics,30-05-2023 05:36:21,0,0,5,10128,5,10128,5,0,0,0,0
OutboundTrafficMetrics,30-05-2023 05:36:21,0,0,4,5080,4,5080,4,0,0,0,0
InboundTrafficMetrics,30-05-2023 05:36:21,0,0,5,9832,5,9832,5,0,0,0,0
OutboundTrafficMetrics,30-05-2023 05:36:21,0,0,0,0,0,0,0,0,0,0,0
InboundTrafficMetrics,30-05-2023 05:36:21,0,0,0,0,0,0,0,0,0,0,0
OutboundTrafficMetrics,30-05-2023 05:36:31,0,0,3,17048,7,17048,7,0,0,0,0
InboundTrafficMetrics,30-05-2023 05:36:31,0,0,3,14016,6,14016,6,0,0,0,0
OutboundTrafficMetrics,30-05-2023 05:36:31,0,0,3,17048,7,17048,7,0,0,0,0
InboundTrafficMetrics,30-05-2023 05:36:31,0,0,3,13608,6,13608,6,0,0,0,0
OutboundTrafficMetrics,30-05-2023 05:36:31,0,0,0,0,0,0,0,0,0,0,0
InboundTrafficMetrics,30-05-2023 05:36:31,0,0,0,0,0,0,0,0,0,0,0
OutboundTrafficMetrics,30-05-2023 05:36:41,0,0,1,1992,2,1992,2,0,0,0,0
InboundTrafficMetrics,30-05-2023 05:36:41,0,0,1,2616,2,2616,2,0,0,0,0
OutboundTrafficMetrics,30-05-2023 05:36:41,0,0,1,1992,2,1992,2,0,0,0,0
InboundTrafficMetrics,30-05-2023 05:36:41,0,0,1,2040,2,2040,2,0,0,0,0
OutboundTrafficMetrics,30-05-2023 05:36:41,0,0,0,0,0,0,0,0,0,0,0
InboundTrafficMetrics,30-05-2023 05:36:41,0,0,0,0,0,0,0,0,0,0,0
OutboundTrafficMetrics,30-05-2023 05:36:51,2,26,7,14456,6,14248,5,0,0,0,0
InboundTrafficMetrics,30-05-2023 05:36:51,0,0,1,18488,5,18488,5,0,0,0,0
OutboundTrafficMetrics,30-05-2023 05:36:51,2,26,7,14456,6,14248,5,0,0,0,0
InboundTrafficMetrics,30-05-2023 05:36:51,0,0,1,18128,5,18128,5,0,0,0,0
OutboundTrafficMetrics,30-05-2023 05:36:51,0,0,0,0,0,0,0,0,0,0,0
InboundTrafficMetrics,30-05-2023 05:36:51,0,0,0,0,0,0,0,0,0,0,0
OutboundTrafficMetrics,30-05-2023 05:37:01,3,27,3,4120,4,3904,4,0,0,0,0
InboundTrafficMetrics,30-05-2023 05:37:01,0,0,4,7040,4,7040,4,0,0,0,0
OutboundTrafficMetrics,30-05-2023 05:37:01,3,27,3,4120,4,3904,4,0,0,0,0
InboundTrafficMetrics,30-05-2023 05:37:01,0,0,4,6456,4,6456,4,0,0,0,0
OutboundTrafficMetrics,30-05-2023 05:37:01,0,0,0,0,0,0,0,0,0,0,0
InboundTrafficMetrics,30-05-2023 05:37:01,0,0,0,0,0,0,0,0,0,0,0
OutboundTrafficMetrics,30-05-2023 05:37:11,1,17,4,29824,10,29688,10,0,0,0,0
InboundTrafficMetrics,30-05-2023 05:37:11,0,0,6,16608,8,16608,8,0,0,0,0
OutboundTrafficMetrics,30-05-2023 05:37:11,1,17,4,29824,10,29688,10,0,0,0,0
InboundTrafficMetrics,30-05-2023 05:37:11,0,0,6,16320,8,16320,8,0,0,0,0
OutboundTrafficMetrics,30-05-2023 05:37:11,0,0,0,0,0,0,0,0,0,0,0
InboundTrafficMetrics,30-05-2023 05:37:11,0,0,0,0,0,0,0,0,0,0,0
OutboundTrafficMetrics,30-05-2023 05:37:21,0,0,1,1496,2,1496,2,0,0,0,0
InboundTrafficMetrics,30-05-2023 05:37:21,0,0,1,2088,2,2088,2,0,0,0,0
OutboundTrafficMetrics,30-05-2023 05:37:21,0,0,1,1440,2,1440,2,0,0,0,0
InboundTrafficMetrics,30-05-2023 05:37:21,0,0,1,1440,2,1440,2,0,0,0,0
OutboundTrafficMetrics,30-05-2023 05:37:21,0,0,0,0,0,0,0,0,0,0,0
InboundTrafficMetrics,30-05-2023 05:37:21,0,0,0,0,0,0,0,0,0,0,0
OutboundTrafficMetrics,30-05-2023 05:37:31,1,9,4,9432,4,9360,4,0,0,0,0
InboundTrafficMetrics,30-05-2023 05:37:31,0,0,4,16656,4,16656,4,0,0,0,0
OutboundTrafficMetrics,30-05-2023 05:37:31,1,9,4,9432,4,9360,4,0,0,0,0
InboundTrafficMetrics,30-05-2023 05:37:31,0,0,4,16160,4,16160,4,0,0,0,0
OutboundTrafficMetrics,30-05-2023 05:37:31,0,0,0,0,0,0,0,0,0,0,0
InboundTrafficMetrics,30-05-2023 05:37:31,0,0,0,0,0,0,0,0,0,0,0
OutboundTrafficMetrics,30-05-2023 05:37:41,1,9,3,6312,3,6240,3,0,0,0,0
InboundTrafficMetrics,30-05-2023 05:37:41,0,0,3,2976,3,2976,3,0,0,0,0
OutboundTrafficMetrics,30-05-2023 05:37:41,1,9,3,6312,3,6240,3,0,0,0,0
InboundTrafficMetrics,30-05-2023 05:37:41,0,0,3,2688,3,2688,3,0,0,0,0
OutboundTrafficMetrics,30-05-2023 05:37:41,0,0,0,0,0,0,0,0,0,0,0
InboundTrafficMetrics,30-05-2023 05:37:41,0,0,0,0,0,0,0,0,0,0,0
OutboundTrafficMetrics,30-05-2023 05:37:51,1,9,1,2344,1,2272,1,0,0,0,0
InboundTrafficMetrics,30-05-2023 05:37:51,0,0,1,2000,1,2000,1,0,0,0,0
OutboundTrafficMetrics,30-05-2023 05:37:51,1,9,1,2344,1,2272,1,0,0,0,0
InboundTrafficMetrics,30-05-2023 05:37:51,0,0,1,1416,1,1416,1,0,0,0,0
OutboundTrafficMetrics,30-05-2023 05:37:51,0,0,0,0,0,0,0,0,0,0,0
InboundTrafficMetrics,30-05-2023 05:37:51,0,0,0,0,0,0,0,0,0,0,0
OutboundTrafficMetrics,30-05-2023 05:38:01,1,9,2,6568,6,6496,6,0,0,0,0
InboundTrafficMetrics,30-05-2023 05:38:01,0,0,3,7536,5,7536,5,0,0,0,0
OutboundTrafficMetrics,30-05-2023 05:38:01,1,9,2,6568,6,6496,6,0,0,0,0
InboundTrafficMetrics,30-05-2023 05:38:01,0,0,3,7248,4,7248,4,0,0,0,0
OutboundTrafficMetrics,30-05-2023 05:38:01,0,0,0,0,0,0,0,0,0,0,0
InboundTrafficMetrics,30-05-2023 05:38:01,0,0,0,0,0,0,0,0,0,0,0
OutboundTrafficMetrics,30-05-2023 05:38:11,4,36,3,22872,10,22584,9,0,0,0,0
InboundTrafficMetrics,30-05-2023 05:38:11,0,0,5,12072,7,12072,7,0,0,0,0
OutboundTrafficMetrics,30-05-2023 05:38:11,4,36,3,22872,10,22584,9,0,0,0,0
InboundTrafficMetrics,30-05-2023 05:38:11,0,0,5,11488,6,11488,6,0,0,0,0
OutboundTrafficMetrics,30-05-2023 05:38:11,0,0,0,0,0,0,0,0,0,0,0
InboundTrafficMetrics,30-05-2023 05:38:11,0,0,0,0,0,0,0,0,0,0,0
OutboundTrafficMetrics,30-05-2023 05:38:21,0,0,1,1344,2,1344,2,0,0,0,0
InboundTrafficMetrics,30-05-2023 05:38:21,0,0,1,1672,2,1672,2,0,0,0,0
OutboundTrafficMetrics,30-05-2023 05:38:21,0,0,1,1344,2,1344,2,0,0,0,0
InboundTrafficMetrics,30-05-2023 05:38:21,0,0,1,1384,2,1384,2,0,0,0,0
OutboundTrafficMetrics,30-05-2023 05:38:21,0,0,0,0,0,0,0,0,0,0,0
InboundTrafficMetrics,30-05-2023 05:38:21,0,0,0,0,0,0,0,0,0,0,0
OutboundTrafficMetrics,30-05-2023 05:38:31,0,0,4,8648,5,8648,5,0,0,0,0
InboundTrafficMetrics,30-05-2023 05:38:31,0,0,5,7864,5,7864,5,0,0,0,0
OutboundTrafficMetrics,30-05-2023 05:38:31,0,0,4,8648,5,8648,5,0,0,0,0
InboundTrafficMetrics,30-05-2023 05:38:31,0,0,5,7168,5,7168,5,0,0,0,0
OutboundTrafficMetrics,30-05-2023 05:38:31,0,0,0,0,0,0,0,0,0,0,0
InboundTrafficMetrics,30-05-2023 05:38:31,0,0,0,0,0,0,0,0,0,0,0
OutboundTrafficMetrics,30-05-2023 05:38:41,2,18,2,6568,3,6424,3,0,0,0,0
InboundTrafficMetrics,30-05-2023 05:38:41,1,6,2,3208,3,3160,3,0,0,0,0
OutboundTrafficMetrics,30-05-2023 05:38:41,2,18,2,6568,3,6424,3,0,0,0,0
InboundTrafficMetrics,30-05-2023 05:38:41,1,6,2,2912,3,2864,3,0,0,0,0
OutboundTrafficMetrics,30-05-2023 05:38:41,0,0,0,0,0,0,0,0,0,0,0
InboundTrafficMetrics,30-05-2023 05:38:41,0,0,0,0,0,0,0,0,0,0,0
OutboundTrafficMetrics,30-05-2023 05:38:51,1,17,2,2232,1,2088,1,0,0,0,0
InboundTrafficMetrics,30-05-2023 05:38:51,0,0,2,1712,1,1712,1,0,0,0,0
OutboundTrafficMetrics,30-05-2023 05:38:51,1,17,2,2232,1,2088,1,0,0,0,0
InboundTrafficMetrics,30-05-2023 05:38:51,0,0,2,1416,1,1416,1,0,0,0,0
OutboundTrafficMetrics,30-05-2023 05:38:51,0,0,0,0,0,0,0,0,0,0,0
InboundTrafficMetrics,30-05-2023 05:38:51,0,0,0,0,0,0,0,0,0,0,0
OutboundTrafficMetrics,30-05-2023 05:39:01,1,9,2,4080,4,4008,4,0,0,0,0
InboundTrafficMetrics,30-05-2023 05:39:01,0,0,3,6888,4,6888,4,0,0,0,0
