category,timestamp,n_pkts_dropped,n_bits_dropped,n_pkts_bypassed,n_rx_bits,n_rx_pkts,n_tx_bits,n_tx_pkts,n_rx_offload_bits,n_rx_offload_pkts,n_tx_offload_bits,n_tx_offload_pkts
OutboundTrafficMetrics,30-05-2023 22:55:05,0,0,0,14488,6,14488,6,0,0,0,0
InboundTrafficMetrics,30-05-2023 22:55:05,0,0,0,15304,6,15304,6,0,0,0,0
OutboundTrafficMetrics,30-05-2023 22:55:05,0,0,0,0,0,0,0,0,0,0,0
InboundTrafficMetrics,30-05-2023 22:55:05,0,0,0,0,0,0,0,0,0,0,0
OutboundTrafficMetrics,30-05-2023 22:55:05,0,0,0,0,0,0,0,0,0,0,0
InboundTrafficMetrics,30-05-2023 22:55:05,0,0,0,400,3,400,3,0,0,0,0
OutboundTrafficMetrics,30-05-2023 22:55:15,0,0,0,10192,8,10192,8,0,0,0,0
InboundTrafficMetrics,30-05-2023 22:55:15,0,0,0,21200,8,21200,8,0,0,0,0
OutboundTrafficMetrics,30-05-2023 22:55:15,0,0,0,0,0,0,0,0,0,0,0
InboundTrafficMetrics,30-05-2023 22:55:15,0,0,0,0,0,0,0,0,0,0,0
OutboundTrafficMetrics,30-05-2023 22:55:15,0,0,0,0,0,0,0,0,0,0,0
InboundTrafficMetrics,30-05-2023 22:55:15,0,0,0,288,1,288,1,0,0,0,0
OutboundTrafficMetrics,30-05-2023 22:55:25,0,0,0,13528,6,13528,6,0,0,0,0
InboundTrafficMetrics,30-05-2023 22:55:25,0,0,0,57048,9,57048,9,0,0,0,0
OutboundTrafficMetrics,30-05-2023 22:55:25,0,0,0,0,0,0,0,0,0,0,0
InboundTrafficMetrics,30-05-2023 22:55:25,0,0,0,0,0,0,0,0,0,0,0
OutboundTrafficMetrics,30-05-2023 22:55:25,0,0,0,0,0,0,0,0,0,0,0
InboundTrafficMetrics,30-05-2023 22:55:25,0,0,0,576,2,576,2,0,0,0,0
OutboundTrafficMetrics,30-05-2023 22:55:35,0,0,0,6960,2,6960,2,0,0,0,0
InboundTrafficMetrics,30-05-2023 22:55:35,0,0,0,2240,1,2240,1,0,0,0,0
OutboundTrafficMetrics,30-05-2023 22:55:35,0,0,0,0,0,0,0,0,0,0,0
InboundTrafficMetrics,30-05-2023 22:55:35,0,0,0,0,0,0,0,0,0,0,0
OutboundTrafficMetrics,30-05-2023 22:55:35,0,0,0,0,0,0,0,0,0,0,0
InboundTrafficMetrics,30-05-2023 22:55:35,0,0,0,288,1,288,1,0,0,0,0
OutboundTrafficMetrics,30-05-2023 22:55:45,0,0,0,5184,5,5184,5,0,0,0,0
InboundTrafficMetrics,30-05-2023 22:55:45,0,0,0,9816,5,9816,5,0,0,0,0
OutboundTrafficMetrics,30-05-2023 22:55:45,0,0,0,0,0,0,0,0,0,0,0
InboundTrafficMetrics,30-05-2023 22:55:45,0,0,0,0,0,0,0,0,0,0,0
OutboundTrafficMetrics,30-05-2023 22:55:45,0,0,0,0,0,0,0,0,0,0,0
InboundTrafficMetrics,30-05-2023 22:55:45,0,0,0,648,3,648,3,0,0,0,0
OutboundTrafficMetrics,30-05-2023 22:55:55,0,0,0,14856,6,14856,6,0,0,0,0
InboundTrafficMetrics,30-05-2023 22:55:55,0,0,0,36408,8,36408,8,0,0,0,0
OutboundTrafficMetrics,30-05-2023 22:55:55,0,0,0,0,0,0,0,0,0,0,0
InboundTrafficMetrics,30-05-2023 22:55:55,0,0,0,0,0,0,0,0,0,0,0
OutboundTrafficMetrics,30-05-2023 22:55:55,0,0,0,0,0,0,0,0,0,0,0
InboundTrafficMetrics,30-05-2023 22:55:55,0,0,0,288,1,288,1,0,0,0,0
OutboundTrafficMetrics,30-05-2023 22:56:05,0,0,0,1752,1,1752,1,0,0,0,0
InboundTrafficMetrics,30-05-2023 22:56:05,0,0,0,584,1,584,1,0,0,0,0
OutboundTrafficMetrics,30-05-2023 22:56:05,0,0,0,0,0,0,0,0,0,0,0
InboundTrafficMetrics,30-05-2023 22:56:05,0,0,0,0,0,0,0,0,0,0,0
OutboundTrafficMetrics,30-05-2023 22:56:05,0,0,0,0,0,0,0,0,0,0,0
InboundTrafficMetrics,30-05-2023 22:56:05,0,0,0,576,2,576,2,0,0,0,0
OutboundTrafficMetrics,30-05-2023 22:56:15,0,0,0,6344,6,6344,6,0,0,0,0
InboundTrafficMetrics,30-05-2023 22:56:15,0,0,0,13784,7,13784,7,0,0,0,0
OutboundTrafficMetrics,30-05-2023 22:56:15,0,0,0,0,0,0,0,0,0,0,0
InboundTrafficMetrics,30-05-2023 22:56:15,0,0,0,0,0,0,0,0,0,0,0
OutboundTrafficMetrics,30-05-2023 22:56:15,0,0,0,0,0,0,0,0,0,0,0
InboundTrafficMetrics,30-05-2023 22:56:15,0,0,0,288,1,288,1,0,0,0,0
OutboundTrafficMetrics,30-05-2023 22:56:25,0,0,0,11496,6,11496,6,0,0,0,0
InboundTrafficMetrics,30-05-2023 22:56:25,0,0,0,22480,6,22480,6,0,0,0,0
OutboundTrafficMetrics,30-05-2023 22:56:25,0,0,0,0,0,0,0,0,0,0,0
InboundTrafficMetrics,30-05-2023 22:56:25,0,0,0,0,0,0,0,0,0,0,0
OutboundTrafficMetrics,30-05-2023 22:56:25,0,0,0,0,0,0,0,0,0,0,0
InboundTrafficMetrics,30-05-2023 22:56:25,0,0,0,288,1,288,1,0,0,0,0
OutboundTrafficMetrics,30-05-2023 22:56:35,0,0,0,5280,2,5280,2,0,0,0,0
InboundTrafficMetrics,30-05-2023 22:56:35,0,0,0,1800,2,1800,2,0,0,0,0
OutboundTrafficMetrics,30-05-2023 22:56:35,0,0,0,0,0,0,0,0,0,0,0
InboundTrafficMetrics,30-05-2023 22:56:35,0,0,0,0,0,0,0,0,0,0,0
OutboundTrafficMetrics,30-05-2023 22:56:35,0,0,0,0,0,0,0,0,0,0,0
InboundTrafficMetrics,30-05-2023 22:56:35,0,0,0,576,2,576,2,0,0,0,0
OutboundTrafficMetrics,30-05-2023 22:56:45,0,0,0,21872,5,21872,5,0,0,0,0
InboundTrafficMetrics,30-05-2023 22:56:45,0,0,0,9752,7,9752,7,0,0,0,0
OutboundTrafficMetrics,30-05-2023 22:56:45,0,0,0,0,0,0,0,0,0,0,0
InboundTrafficMetrics,30-05-2023 22:56:45,0,0,0,0,0,0,0,0,0,0,0
OutboundTrafficMetrics,30-05-2023 22:56:45,0,0,0,0,0,0,0,0,0,0,0
InboundTrafficMetrics,30-05-2023 22:56:45,0,0,0,288,1,288,1,0,0,0,0
OutboundTrafficMetrics,30-05-2023 22:56:55,0,0,0,60424,12,60424,12,0,0,0,0
InboundTrafficMetrics,30-05-2023 22:56:55,0,0,0,19280,16,19280,16,0,0,0,0
OutboundTrafficMetrics,30-05-2023 22:56:55,0,0,0,0,0,0,0,0,0,0,0
InboundTrafficMetrics,30-05-2023 22:56:55,0,0,0,0,0,0,0,0,0,0,0
OutboundTrafficMetrics,30-05-2023 22:56:55,0,0,0,0,0,0,0,0,0,0,0
InboundTrafficMetrics,30-05-2023 22:56:55,0,0,0,576,2,576,2,0,0,0,0
OutboundTrafficMetrics,30-05-2023 22:57:05,0,0,0,1832,1,1832,1,0,0,0,0
InboundTrafficMetrics,30-05-2023 22:57:05,0,0,0,672,1,672,1,0,0,0,0
OutboundTrafficMetrics,30-05-2023 22:57:05,0,0,0,0,0,0,0,0,0,0,0
InboundTrafficMetrics,30-05-2023 22:57:05,0,0,0,0,0,0,0,0,0,0,0
OutboundTrafficMetrics,30-05-2023 22:57:05,0,0,0,0,0,0,0,0,0,0,0
InboundTrafficMetrics,30-05-2023 22:57:05,0,0,0,400,3,400,3,0,0,0,0
OutboundTrafficMetrics,30-05-2023 22:57:15,0,0,0,19800,10,19800,10,0,0,0,0
InboundTrafficMetrics,30-05-2023 22:57:15,0,0,0,22184,9,22184,9,0,0,0,0
OutboundTrafficMetrics,30-05-2023 22:57:15,0,0,0,0,0,0,0,0,0,0,0
InboundTrafficMetrics,30-05-2023 22:57:15,0,0,0,0,0,0,0,0,0,0,0
OutboundTrafficMetrics,30-05-2023 22:57:15,0,0,0,0,0,0,0,0,0,0,0
InboundTrafficMetrics,30-05-2023 22:57:15,0,0,0,576,2,576,2,0,0,0,0
OutboundTrafficMetrics,30-05-2023 22:57:25,0,0,0,3752,3,3752,3,0,0,0,0
InboundTrafficMetrics,30-05-2023 22:57:25,0,0,0,5416,2,5416,2,0,0,0,0
OutboundTrafficMetrics,30-05-2023 22:57:25,0,0,0,0,0,0,0,0,0,0,0
InboundTrafficMetrics,30-05-2023 22:57:25,0,0,0,0,0,0,0,0,0,0,0
OutboundTrafficMetrics,30-05-2023 22:57:25,0,0,0,0,0,0,0,0,0,0,0
InboundTrafficMetrics,30-05-2023 22:57:25,0,0,0,288,1,288,1,0,0,0,0
OutboundTrafficMetrics,30-05-2023 22:57:35,0,0,0,8648,3,8648,3,0,0,0,0
InboundTrafficMetrics,30-05-2023 22:57:35,0,0,0,2552,2,2552,2,0,0,0,0
OutboundTrafficMetrics,30-05-2023 22:57:35,0,0,0,0,0,0,0,0,0,0,0
InboundTrafficMetrics,30-05-2023 22:57:35,0,0,0,0,0,0,0,0,0,0,0
OutboundTrafficMetrics,30-05-2023 22:57:35,0,0,0,0,0,0,0,0,0,0,0
InboundTrafficMetrics,30-05-2023 22:57:35,0,0,0,288,1,288,1,0,0,0,0
OutboundTrafficMetrics,30-05-2023 22:57:45,0,0,0,14864,6,14864,6,0,0,0,0
InboundTrafficMetrics,30-05-2023 22:57:45,0,0,0,19992,5,19992,5,0,0,0,0
OutboundTrafficMetrics,30-05-2023 22:57:45,0,0,0,0,0,0,0,0,0,0,0
InboundTrafficMetrics,30-05-2023 22:57:45,0,0,0,0,0,0,0,0,0,0,0
OutboundTrafficMetrics,30-05-2023 22:57:45,0,0,0,0,0,0,0,0,0,0,0
InboundTrafficMetrics,30-05-2023 22:57:45,0,0,0,576,2,576,2,0,0,0,0
OutboundTrafficMetrics,30-05-2023 22:57:55,0,0,0,5808,4,5808,4,0,0,0,0
InboundTrafficMetrics,30-05-2023 22:57:55,0,0,0,39896,7,39896,7,0,0,0,0
OutboundTrafficMetrics,30-05-2023 22:57:55,0,0,0,0,0,0,0,0,0,0,0
InboundTrafficMetrics,30-05-2023 22:57:55,0,0,0,0,0,0,0,0,0,0,0
OutboundTrafficMetrics,30-05-2023 22:57:55,0,0,0,0,0,0,0,0,0,0,0
InboundTrafficMetrics,30-05-2023 22:57:55,0,0,0,288,1,288,1,0,0,0,0
OutboundTrafficMetrics,30-05-2023 22:58:05,0,0,0,1600,1,1600,1,0,0,0,0
InboundTrafficMetrics,30-05-2023 22:58:05,0,0,0,496,1,496,1,0,0,0,0
OutboundTrafficMetrics,30-05-2023 22:58:05,0,0,0,0,0,0,0,0,0,0,0
InboundTrafficMetrics,30-05-2023 22:58:05,0,0,0,0,0,0,0,0,0,0,0
OutboundTrafficMetrics,30-05-2023 22:58:05,0,0,0,0,0,0,0,0,0,0,0
InboundTrafficMetrics,30-05-2023 22:58:05,0,0,0,576,2,576,2,0,0,0,0
OutboundTrafficMetrics,30-05-2023 22:58:15,0,0,0,63536,15,63536,15,0,0,0,0
InboundTrafficMetrics,30-05-2023 22:58:15,0,0,0,38840,12,38840,12,0,0,0,0
OutboundTrafficMetrics,30-05-2023 22:58:15,0,0,0,0,0,0,0,0,0,0,0
InboundTrafficMetrics,30-05-2023 22:58:15,0,0,0,0,0,0,0,0,0,0,0
OutboundTrafficMetrics,30-05-2023 22:58:15,0,0,0,0,0,0,0,0,0,0,0
InboundTrafficMetrics,30-05-2023 22:58:15,0,0,0,288,1,288,1,0,0,0,0
OutboundTrafficMetrics,30-05-2023 22:58:25,0,0,0,1192,1,1192,1,0,0,0,0
InboundTrafficMetrics,30-05-2023 22:58:25,0,0,0,1344,2,1344,2,0,0,0,0
OutboundTrafficMetrics,30-05-2023 22:58:25,0,0,0,0,0,0,0,0,0,0,0
InboundTrafficMetrics,30-05-2023 22:58:25,0,0,0,0,0,0,0,0,0,0,0
OutboundTrafficMetrics,30-05-2023 22:58:25,0,0,0,0,0,0,0,0,0,0,0
InboundTrafficMetrics,30-05-2023 22:58:25,0,0,0,288,1,288,1,0,0,0,0
OutboundTrafficMetrics,30-05-2023 22:58:35,0,0,0,11888,3,11888,3,0,0,0,0
InboundTrafficMetrics,30-05-2023 22:58:35,0,0,0,5216,3,5216,3,0,0,0,0
OutboundTrafficMetrics,30-05-2023 22:58:35,0,0,0,0,0,0,0,0,0,0,0
InboundTrafficMetrics,30-05-2023 22:58:35,0,0,0,0,0,0,0,0,0,0,0
OutboundTrafficMetrics,30-05-2023 22:58:35,0,0,0,0,0,0,0,0,0,0,0
InboundTrafficMetrics,30-05-2023 22:58:35,0,0,0,576,2,576,2,0,0,0,0
OutboundTrafficMetrics,30-05-2023 22:58:45,0,0,0,4264,1,4264,1,0,0,0,0
InboundTrafficMetrics,30-05-2023 22:58:45,0,0,0,2608,1,2608,1,0,0,0,0
OutboundTrafficMetrics,30-05-2023 22:58:45,0,0,0,0,0,0,0,0,0,0,0
InboundTrafficMetrics,30-05-2023 22:58:45,0,0,0,0,0,0,0,0,0,0,0
OutboundTrafficMetrics,30-05-2023 22:58:45,0,0,0,0,0,0,0,0,0,0,0
InboundTrafficMetrics,30-05-2023 22:58:45,0,0,0,288,1,288,1,0,0,0,0
OutboundTrafficMetrics,30-05-2023 22:58:55,0,0,0,16952,8,16952,8,0,0,0,0
InboundTrafficMetrics,30-05-2023 22:58:55,0,0,0,32944,8,32944,8,0,0,0,0
OutboundTrafficMetrics,30-05-2023 22:58:55,0,0,0,0,0,0,0,0,0,0,0
InboundTrafficMetrics,30-05-2023 22:58:55,0,0,0,0,0,0,0,0,0,0,0
OutboundTrafficMetrics,30-05-2023 22:58:55,0,0,0,0,0,0,0,0,0,0,0
InboundTrafficMetrics,30-05-2023 22:58:55,0,0,0,576,2,576,2,0,0,0,0
OutboundTrafficMetrics,30-05-2023 22:59:05,0,0,0,4488,3,4488,3,0,0,0,0
InboundTrafficMetrics,30-05-2023 22:59:05,0,0,0,9928,4,9928,4,0,0,0,0
OutboundTrafficMetrics,30-05-2023 22:59:05,0,0,0,0,0,0,0,0,0,0,0
InboundTrafficMetrics,30-05-2023 22:59:05,0,0,0,0,0,0,0,0,0,0,0
OutboundTrafficMetrics,30-05-2023 22:59:05,0,0,0,0,0,0,0,0,0,0,0
InboundTrafficMetrics,30-05-2023 22:59:05,0,0,0,288,1,288,1,0,0,0,0
OutboundTrafficMetrics,30-05-2023 22:59:15,0,0,0,5624,4,5624,4,0,0,0,0
InboundTrafficMetrics,30-05-2023 22:59:15,0,0,0,7776,5,7776,5,0,0,0,0
OutboundTrafficMetrics,30-05-2023 22:59:15,0,0,0,0,0,0,0,0,0,0,0
InboundTrafficMetrics,30-05-2023 22:59:15,0,0,0,0,0,0,0,0,0,0,0
OutboundTrafficMetrics,30-05-2023 22:59:15,0,0,0,0,0,0,0,0,0,0,0
InboundTrafficMetrics,30-05-2023 22:59:15,0,0,0,696,4,696,4,0,0,0,0
OutboundTrafficMetrics,30-05-2023 22:59:25,0,0,0,7080,4,7080,4,0,0,0,0
InboundTrafficMetrics,30-05-2023 22:59:25,0,0,0,8704,4,8704,4,0,0,0,0
OutboundTrafficMetrics,30-05-2023 22:59:25,0,0,0,0,0,0,0,0,0,0,0
InboundTrafficMetrics,30-05-2023 22:59:25,0,0,0,0,0,0,0,0,0,0,0
OutboundTrafficMetrics,30-05-2023 22:59:25,0,0,0,0,0,0,0,0,0,0,0
InboundTrafficMetrics,30-05-2023 22:59:25,0,0,0,288,1,288,1,0,0,0,0
OutboundTrafficMetrics,30-05-2023 22:59:35,0,0,0,6216,2,6216,2,0,0,0,0
InboundTrafficMetrics,30-05-2023 22:59:35,0,0,0,1888,1,1888,1,0,0,0,0
OutboundTrafficMetrics,30-05-2023 22:59:35,0,0,0,0,0,0,0,0,0,0,0
InboundTrafficMetrics,30-05-2023 22:59:35,0,0,0,0,0,0,0,0,0,0,0
OutboundTrafficMetrics,30-05-2023 22:59:35,0,0,0,0,0,0,0,0,0,0,0
InboundTrafficMetrics,30-05-2023 22:59:35,0,0,0,288,1,288,1,0,0,0,0
OutboundTrafficMetrics,30-05-2023 22:59:45,0,0,0,928,1,928,1,0,0,0,0
InboundTrafficMetrics,30-05-2023 22:59:45,0,0,0,944,1,944,1,0,0,0,0
OutboundTrafficMetrics,30-05-2023 22:59:45,0,0,0,0,0,0,0,0,0,0,0
InboundTrafficMetrics,30-05-2023 22:59:45,0,0,0,0,0,0,0,0,0,0,0
OutboundTrafficMetrics,30-05-2023 22:59:45,0,0,0,0,0,0,0,0,0,0,0
InboundTrafficMetrics,30-05-2023 22:59:45,0,0,0,576,2,576,2,0,0,0,0
OutboundTrafficMetrics,30-05-2023 22:59:55,0,0,0,58528,12,58528,12,0,0,0,0
InboundTrafficMetrics,30-05-2023 22:59:55,0,0,0,12184,13,12184,13,0,0,0,0
OutboundTrafficMetrics,30-05-2023 22:59:55,0,0,0,0,0,0,0,0,0,0,0
InboundTrafficMetrics,30-05-2023 22:59:55,0,0,0,0,0,0,0,0,0,0,0
OutboundTrafficMetrics,30-05-2023 22:59:55,0,0,0,0,0,0,0,0,0,0,0
InboundTrafficMetrics,30-05-2023 22:59:55,0,0,0,288,1,288,1,0,0,0,0
OutboundTrafficMetrics,30-05-2023 23:00:05,0,0,0,39536,14,39536,14,0,0,0,0
InboundTrafficMetrics,30-05-2023 23:00:05,0,0,0,34392,15,34392,15,0,0,0,0
OutboundTrafficMetrics,30-05-2023 23:00:05,0,0,0,0,0,0,0,0,0,0,0
InboundTrafficMetrics,30-05-2023 23:00:05,0,0,0,0,0,0,0,0,0,0,0
OutboundTrafficMetrics,30-05-2023 23:00:05,0,0,0,0,0,0,0,0,0,0,0
InboundTrafficMetrics,30-05-2023 23:00:05,0,0,0,576,2,576,2,0,0,0,0
OutboundTrafficMetrics,30-05-2023 23:00:15,0,0,0,14888,8,14888,8,0,0,0,0
InboundTrafficMetrics,30-05-2023 23:00:15,0,0,0,66696,12,66696,12,0,0,0,0
OutboundTrafficMetrics,30-05-2023 23:00:15,0,0,0,0,0,0,0,0,0,0,0
InboundTrafficMetrics,30-05-2023 23:00:15,0,0,0,0,0,0,0,0,0,0,0
OutboundTrafficMetrics,30-05-2023 23:00:15,0,0,0,0,0,0,0,0,0,0,0
InboundTrafficMetrics,30-05-2023 23:00:15,0,0,0,288,1,288,1,0,0,0,0
OutboundTrafficMetrics,30-05-2023 23:00:25,0,0,0,45480,72,45480,72,0,0,0,0
InboundTrafficMetrics,30-05-2023 23:00:25,0,0,0,1441168,140,1441168,140,0,0,0,0
OutboundTrafficMetrics,30-05-2023 23:00:25,0,0,0,0,0,0,0,0,0,0,0
InboundTrafficMetrics,30-05-2023 23:00:25,0,0,0,0,0,0,0,0,0,0,0
OutboundTrafficMetrics,30-05-2023 23:00:25,0,0,0,0,0,0,0,0,0,0,0
InboundTrafficMetrics,30-05-2023 23:00:25,0,0,0,576,2,576,2,0,0,0,0
OutboundTrafficMetrics,30-05-2023 23:00:35,0,0,0,10248,6,10248,6,0,0,0,0
InboundTrafficMetrics,30-05-2023 23:00:35,0,0,0,13088,4,13088,4,0,0,0,0
OutboundTrafficMetrics,30-05-2023 23:00:35,0,0,0,0,0,0,0,0,0,0,0
InboundTrafficMetrics,30-05-2023 23:00:35,0,0,0,0,0,0,0,0,0,0,0
OutboundTrafficMetrics,30-05-2023 23:00:35,0,0,0,0,0,0,0,0,0,0,0
InboundTrafficMetrics,30-05-2023 23:00:35,0,0,0,288,1,288,1,0,0,0,0
OutboundTrafficMetrics,30-05-2023 23:00:45,0,0,0,3624,4,3624,4,0,0,0,0
InboundTrafficMetrics,30-05-2023 23:00:45,0,0,0,2512,3,2512,3,0,0,0,0
OutboundTrafficMetrics,30-05-2023 23:00:45,0,0,0,0,0,0,0,0,0,0,0
InboundTrafficMetrics,30-05-2023 23:00:45,0,0,0,0,0,0,0,0,0,0,0
OutboundTrafficMetrics,30-05-2023 23:00:45,0,0,0,0,0,0,0,0,0,0,0
InboundTrafficMetrics,30-05-2023 23:00:45,0,0,0,288,1,288,1,0,0,0,0
OutboundTrafficMetrics,30-05-2023 23:00:55,0,0,0,8184,5,8184,5,0,0,0,0
InboundTrafficMetrics,30-05-2023 23:00:55,0,0,0,21872,7,21872,7,0,0,0,0
OutboundTrafficMetrics,30-05-2023 23:00:55,0,0,0,0,0,0,0,0,0,0,0
InboundTrafficMetrics,30-05-2023 23:00:55,0,0,0,0,0,0,0,0,0,0,0
OutboundTrafficMetrics,30-05-2023 23:00:55,0,0,0,0,0,0,0,0,0,0,0
InboundTrafficMetrics,30-05-2023 23:00:55,0,0,0,576,2,576,2,0,0,0,0
OutboundTrafficMetrics,30-05-2023 23:01:05,0,0,0,14936,6,14936,6,0,0,0,0
InboundTrafficMetrics,30-05-2023 23:01:05,0,0,0,16760,6,16760,6,0,0,0,0
OutboundTrafficMetrics,30-05-2023 23:01:05,0,0,0,0,0,0,0,0,0,0,0
InboundTrafficMetrics,30-05-2023 23:01:05,0,0,0,0,0,0,0,0,0,0,0
OutboundTrafficMetrics,30-05-2023 23:01:05,0,0,0,0,0,0,0,0,0,0,0
InboundTrafficMetrics,30-05-2023 23:01:05,0,0,0,288,1,288,1,0,0,0,0
OutboundTrafficMetrics,30-05-2023 23:01:15,0,0,0,5568,5,5568,5,0,0,0,0
InboundTrafficMetrics,30-05-2023 23:01:15,0,0,0,7008,4,7008,4,0,0,0,0
OutboundTrafficMetrics,30-05-2023 23:01:15,0,0,0,0,0,0,0,0,0,0,0
InboundTrafficMetrics,30-05-2023 23:01:15,0,0,0,0,0,0,0,0,0,0,0
OutboundTrafficMetrics,30-05-2023 23:01:15,0,0,0,0,0,0,0,0,0,0,0
InboundTrafficMetrics,30-05-2023 23:01:15,0,0,0,576,2,576,2,0,0,0,0
OutboundTrafficMetrics,30-05-2023 23:01:25,0,0,0,13440,8,13440,8,0,0,0,0
InboundTrafficMetrics,30-05-2023 23:01:25,0,0,0,24336,8,24336,8,0,0,0,0
OutboundTrafficMetrics,30-05-2023 23:01:25,0,0,0,0,0,0,0,0,0,0,0
InboundTrafficMetrics,30-05-2023 23:01:25,0,0,0,0,0,0,0,0,0,0,0
OutboundTrafficMetrics,30-05-2023 23:01:25,0,0,0,0,0,0,0,0,0,0,0
InboundTrafficMetrics,30-05-2023 23:01:25,0,0,0,400,3,400,3,0,0,0,0
OutboundTrafficMetrics,30-05-2023 23:01:35,0,0,0,6144,2,6144,2,0,0,0,0
InboundTrafficMetrics,30-05-2023 23:01:35,0,0,0,3288,2,3288,2,0,0,0,0
OutboundTrafficMetrics,30-05-2023 23:01:35,0,0,0,0,0,0,0,0,0,0,0
InboundTrafficMetrics,30-05-2023 23:01:35,0,0,0,0,0,0,0,0,0,0,0
OutboundTrafficMetrics,30-05-2023 23:01:35,0,0,0,0,0,0,0,0,0,0,0
InboundTrafficMetrics,30-05-2023 23:01:35,0,0,0,648,3,648,3,0,0,0,0
OutboundTrafficMetrics,30-05-2023 23:01:45,0,0,0,784,1,784,1,0,0,0,0
InboundTrafficMetrics,30-05-2023 23:01:45,0,0,0,848,1,848,1,0,0,0,0
OutboundTrafficMetrics,30-05-2023 23:01:45,0,0,0,0,0,0,0,0,0,0,0
InboundTrafficMetrics,30-05-2023 23:01:45,0,0,0,0,0,0,0,0,0,0,0
OutboundTrafficMetrics,30-05-2023 23:01:45,0,0,0,0,0,0,0,0,0,0,0
InboundTrafficMetrics,30-05-2023 23:01:45,0,0,0,288,1,288,1,0,0,0,0
OutboundTrafficMetrics,30-05-2023 23:01:55,0,0,0,4472,4,4472,4,0,0,0,0
InboundTrafficMetrics,30-05-2023 23:01:55,0,0,0,6480,3,6480,3,0,0,0,0
OutboundTrafficMetrics,30-05-2023 23:01:55,0,0,0,0,0,0,0,0,0,0,0
InboundTrafficMetrics,30-05-2023 23:01:55,0,0,0,0,0,0,0,0,0,0,0
OutboundTrafficMetrics,30-05-2023 23:01:55,0,0,0,0,0,0,0,0,0,0,0
InboundTrafficMetrics,30-05-2023 23:01:55,0,0,0,288,1,288,1,0,0,0,0
OutboundTrafficMetrics,30-05-2023 23:02:05,0,0,0,1872,1,1872,1,0,0,0,0
InboundTrafficMetrics,30-05-2023 23:02:05,0,0,0,11464,2,11464,2,0,0,0,0
OutboundTrafficMetrics,30-05-2023 23:02:05,0,0,0,0,0,0,0,0,0,0,0
InboundTrafficMetrics,30-05-2023 23:02:05,0,0,0,0,0,0,0,0,0,0,0
OutboundTrafficMetrics,30-05-2023 23:02:05,0,0,0,0,0,0,0,0,0,0,0
InboundTrafficMetrics,30-05-2023 23:02:05,0,0,0,576,2,576,2,0,0,0,0
OutboundTrafficMetrics,30-05-2023 23:02:15,0,0,0,34160,14,34160,14,0,0,0,0
InboundTrafficMetrics,30-05-2023 23:02:15,0,0,0,43616,12,43616,12,0,0,0,0
OutboundTrafficMetrics,30-05-2023 23:02:15,0,0,0,0,0,0,0,0,0,0,0
InboundTrafficMetrics,30-05-2023 23:02:15,0,0,0,0,0,0,0,0,0,0,0
OutboundTrafficMetrics,30-05-2023 23:02:15,0,0,0,0,0,0,0,0,0,0,0
InboundTrafficMetrics,30-05-2023 23:02:15,0,0,0,288,1,288,1,0,0,0,0
OutboundTrafficMetrics,30-05-2023 23:02:25,0,0,0,6848,5,6848,5,0,0,0,0
InboundTrafficMetrics,30-05-2023 23:02:25,0,0,0,30192,6,30192,6,0,0,0,0
OutboundTrafficMetrics,30-05-2023 23:02:25,0,0,0,0,0,0,0,0,0,0,0
InboundTrafficMetrics,30-05-2023 23:02:25,0,0,0,0,0,0,0,0,0,0,0
OutboundTrafficMetrics,30-05-2023 23:02:25,0,0,0,0,0,0,0,0,0,0,0
InboundTrafficMetrics,30-05-2023 23:02:25,0,0,0,576,2,576,2,0,0,0,0
OutboundTrafficMetrics,30-05-2023 23:02:35,0,0,0,42904,9,42904,9,0,0,0,0
InboundTrafficMetrics,30-05-2023 23:02:35,0,0,0,12648,11,12648,11,0,0,0,0
OutboundTrafficMetrics,30-05-2023 23:02:35,0,0,0,0,0,0,0,0,0,0,0
InboundTrafficMetrics,30-05-2023 23:02:35,0,0,0,0,0,0,0,0,0,0,0
OutboundTrafficMetrics,30-05-2023 23:02:35,0,0,0,0,0,0,0,0,0,0,0
InboundTrafficMetrics,30-05-2023 23:02:35,0,0,0,288,1,288,1,0,0,0,0
OutboundTrafficMetrics,30-05-2023 23:02:45,0,0,0,21424,7,21424,7,0,0,0,0
InboundTrafficMetrics,30-05-2023 23:02:45,0,0,0,7000,8,7000,8,0,0,0,0
OutboundTrafficMetrics,30-05-2023 23:02:45,0,0,0,0,0,0,0,0,0,0,0
InboundTrafficMetrics,30-05-2023 23:02:45,0,0,0,0,0,0,0,0,0,0,0
OutboundTrafficMetrics,30-05-2023 23:02:45,0,0,0,0,0,0,0,0,0,0,0
InboundTrafficMetrics,30-05-2023 23:02:45,0,0,0,288,1,288,1,0,0,0,0
OutboundTrafficMetrics,30-05-2023 23:02:55,0,0,0,44448,12,44448,12,0,0,0,0
InboundTrafficMetrics,30-05-2023 23:02:55,0,0,0,21416,14,21416,14,0,0,0,0
OutboundTrafficMetrics,30-05-2023 23:02:55,0,0,0,0,0,0,0,0,0,0,0
InboundTrafficMetrics,30-05-2023 23:02:55,0,0,0,0,0,0,0,0,0,0,0
OutboundTrafficMetrics,30-05-2023 23:02:55,0,0,0,0,0,0,0,0,0,0,0
InboundTrafficMetrics,30-05-2023 23:02:55,0,0,0,576,2,576,2,0,0,0,0
