category,timestamp,n_pkts,n_bits,n_drops,n_syn_pkts,n_ack_pkts,n_psh_pkts,n_rst_pkts,n_fin_pkts,n_ece_pkts,n_urg_pkts,n_cwr_pkts,n_tcp_payload_misbehaviour_drops,n_tcp_payload_misbehaviour_timeouts,n_out_of_order_drops,n_ssl_renegotiation_requests
InboundTCPMetrics,1685418741000,8,528,0,1,6,4,2,1,0,0,0,0,0,0,0
InboundTCPMetrics,1685418741000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
InboundTCPMetrics,1685418751000,4,200,0,1,2,0,1,0,0,0,0,0,0,0,0
InboundTCPMetrics,1685418751000,4,200,0,1,2,0,1,0,0,0,0,0,0,0,0
InboundTCPMetrics,1685418751000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
InboundTCPMetrics,1685418761000,3,20608,0,2,3,5,0,0,0,0,0,0,0,0,0
InboundTCPMetrics,1685418761000,3,20608,0,2,3,5,0,0,0,0,0,0,0,0,0
InboundTCPMetrics,1685418761000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
InboundTCPMetrics,1685418771000,1,1696,0,3,1,5,2,2,0,0,0,0,0,0,0
InboundTCPMetrics,1685418771000,1,1696,0,3,1,5,2,2,0,0,0,0,0,0,0
InboundTCPMetrics,1685418771000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
InboundTCPMetrics,1685418781000,2,5120,0,3,2,7,1,1,0,0,0,0,0,0,0
InboundTCPMetrics,1685418781000,2,5120,0,3,2,7,1,1,0,0,0,0,0,0,0
InboundTCPMetrics,1685418781000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
InboundTCPMetrics,1685418791000,1,4152,0,0,1,4,1,0,0,0,0,0,0,0,0
InboundTCPMetrics,1685418791000,1,4152,0,0,1,4,1,0,0,0,0,0,0,0,0
InboundTCPMetrics,1685418791000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
InboundTCPMetrics,1685418801000,1,2136,0,1,1,7,0,1,0,0,0,0,0,0,0
InboundTCPMetrics,1685418801000,1,2136,0,1,1,7,0,1,0,0,0,0,0,0,0
InboundTCPMetrics,1685418801000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
InboundTCPMetrics,1685418811000,1,912,0,4,7,1,4,0,0,0,0,0,0,0,0
InboundTCPMetrics,1685418811000,1,912,0,4,7,1,4,0,0,0,0,0,0,0,0
InboundTCPMetrics,1685418811000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
InboundTCPMetrics,1685418821000,1,1552,0,2,1,7,2,0,0,0,0,0,0,0,0
InboundTCPMetrics,1685418821000,1,1552,0,2,1,7,2,0,0,0,0,0,0,0,0
InboundTCPMetrics,1685418821000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
InboundTCPMetrics,1685418831000,6,352,0,1,4,2,1,1,0,0,0,0,0,0,0
InboundTCPMetrics,1685418831000,6,352,0,1,4,2,1,1,0,0,0,0,0,0,0
InboundTCPMetrics,1685418831000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
InboundTCPMetrics,1685418841000,3,6240,0,3,3,1,2,1,0,0,0,0,0,0,0
InboundTCPMetrics,1685418841000,3,6240,0,3,3,1,2,1,0,0,0,0,0,0,0
InboundTCPMetrics,1685418841000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
InboundTCPMetrics,1685418851000,3,6104,0,5,3,1,0,2,0,0,0,0,0,0,0
InboundTCPMetrics,1685418851000,3,6104,0,5,3,1,0,2,0,0,0,0,0,0,0
InboundTCPMetrics,1685418851000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
InboundTCPMetrics,1685418861000,7,21984,0,8,6,2,1,5,0,0,0,0,0,0,0
InboundTCPMetrics,1685418861000,7,21984,0,8,6,2,1,5,0,0,0,0,0,0,0
InboundTCPMetrics,1685418861000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
InboundTCPMetrics,1685418871000,6,22560,0,6,6,1,2,4,0,0,0,0,0,0,0
InboundTCPMetrics,1685418871000,6,22560,0,6,6,1,2,4,0,0,0,0,0,0,0
InboundTCPMetrics,1685418871000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
InboundTCPMetrics,1685418881000,10,15448,0,7,10,4,6,4,0,0,0,0,0,0,0
InboundTCPMetrics,1685418881000,10,15448,0,7,10,4,6,4,0,0,0,0,0,0,0
InboundTCPMetrics,1685418881000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
InboundTCPMetrics,1685418891000,2,2640,0,2,2,1,4,2,0,0,0,0,0,0,0
InboundTCPMetrics,1685418891000,2,2640,0,2,2,1,4,2,0,0,0,0,0,0,0
InboundTCPMetrics,1685418891000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
InboundTCPMetrics,1685418901000,5,10000,0,3,5,2,2,1,0,0,0,0,0,0,0
InboundTCPMetrics,1685418901000,5,10000,0,3,5,2,2,1,0,0,0,0,0,0,0
InboundTCPMetrics,1685418901000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
InboundTCPMetrics,1685418911000,12,27080,0,8,11,5,9,4,0,0,0,0,0,0,0
InboundTCPMetrics,1685418911000,12,27080,0,8,11,5,9,4,0,0,0,0,0,0,0
InboundTCPMetrics,1685418911000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
InboundTCPMetrics,1685418921000,9,30912,0,9,9,2,1,8,0,0,0,0,0,0,0
InboundTCPMetrics,1685418921000,9,30912,0,9,9,2,1,8,0,0,0,0,0,0,0
InboundTCPMetrics,1685418921000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
InboundTCPMetrics,1685418931000,4,15272,0,6,4,1,1,2,0,0,0,0,0,0,0
InboundTCPMetrics,1685418931000,4,15272,0,6,4,1,1,2,0,0,0,0,0,0,0
InboundTCPMetrics,1685418931000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
InboundTCPMetrics,1685418941000,1,1488,0,0,1,6,0,0,0,0,0,0,0,0,0
InboundTCPMetrics,1685418941000,1,1488,0,0,1,6,0,0,0,0,0,0,0,0,0
InboundTCPMetrics,1685418941000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
InboundTCPMetrics,1685418951000,1,544,0,3,5,2,2,1,0,0,0,0,0,0,0
InboundTCPMetrics,1685418951000,1,544,0,3,5,2,2,1,0,0,0,0,0,0,0
InboundTCPMetrics,1685418951000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
InboundTCPMetrics,1685418961000,4,16920,0,5,3,1,3,0,0,0,0,0,0,0,0
InboundTCPMetrics,1685418961000,4,16920,0,5,3,1,3,0,0,0,0,0,0,0,0
InboundTCPMetrics,1685418961000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
InboundTCPMetrics,1685418971000,7,29240,0,9,7,2,1,8,0,0,0,0,0,0,0
InboundTCPMetrics,1685418971000,7,29240,0,9,7,2,1,8,0,0,0,0,0,0,0
InboundTCPMetrics,1685418971000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
InboundTCPMetrics,1685418981000,4,10960,0,6,4,2,1,1,0,0,0,0,0,0,0
InboundTCPMetrics,1685418981000,4,10960,0,6,4,2,1,1,0,0,0,0,0,0,0
InboundTCPMetrics,1685418981000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
InboundTCPMetrics,1685418991000,2,1280,0,6,1,4,5,2,0,0,0,0,0,0,0
InboundTCPMetrics,1685418991000,2,1280,0,6,1,4,5,2,0,0,0,0,0,0,0
InboundTCPMetrics,1685418991000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
InboundTCPMetrics,1685419001000,9,816,0,1,8,5,0,0,0,0,0,0,0,0,0
InboundTCPMetrics,1685419001000,9,816,0,1,8,5,0,0,0,0,0,0,0,0,0
InboundTCPMetrics,1685419001000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
InboundTCPMetrics,1685419011000,2,8136,0,5,2,9,0,1,0,0,0,0,0,0,0
InboundTCPMetrics,1685419011000,2,8136,0,5,2,9,0,1,0,0,0,0,0,0,0
InboundTCPMetrics,1685419011000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
InboundTCPMetrics,1685419021000,1,5088,0,1,1,7,0,1,0,0,0,0,0,0,0
InboundTCPMetrics,1685419021000,1,5088,0,1,1,7,0,1,0,0,0,0,0,0,0
InboundTCPMetrics,1685419021000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
InboundTCPMetrics,1685419031000,2,8712,0,1,2,8,1,1,0,0,0,0,0,0,0
InboundTCPMetrics,1685419031000,2,8712,0,1,2,8,1,1,0,0,0,0,0,0,0
InboundTCPMetrics,1685419031000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
InboundTCPMetrics,1685419041000,7,456,0,2,5,3,1,0,0,0,0,0,0,0,0
InboundTCPMetrics,1685419041000,7,456,0,2,5,3,1,0,0,0,0,0,0,0,0
InboundTCPMetrics,1685419041000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
InboundTCPMetrics,1685419051000,6,512,0,0,5,1,1,0,0,0,0,0,0,0,0
InboundTCPMetrics,1685419051000,6,512,0,0,5,1,1,0,0,0,0,0,0,0,0
InboundTCPMetrics,1685419051000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
InboundTCPMetrics,1685419061000,11,33064,0,6,10,4,8,2,0,0,0,0,0,0,0
InboundTCPMetrics,1685419061000,11,33064,0,6,10,4,8,2,0,0,0,0,0,0,0
InboundTCPMetrics,1685419061000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
InboundTCPMetrics,1685419071000,2,2016,0,4,2,8,4,3,0,0,0,0,0,0,0
InboundTCPMetrics,1685419071000,2,2016,0,4,2,8,4,3,0,0,0,0,0,0,0
InboundTCPMetrics,1685419071000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
InboundTCPMetrics,1685419081000,2,3992,0,3,2,9,5,1,0,0,0,0,0,0,0
InboundTCPMetrics,1685419081000,2,3992,0,3,2,9,5,1,0,0,0,0,0,0,0
InboundTCPMetrics,1685419081000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
InboundTCPMetrics,1685419091000,5,15096,0,7,5,2,2,3,0,0,0,0,0,0,0
InboundTCPMetrics,1685419091000,5,15096,0,7,5,2,2,3,0,0,0,0,0,0,0
InboundTCPMetrics,1685419091000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
InboundTCPMetrics,1685419101000,9,552,0,1,7,3,4,0,0,0,0,0,0,0,0
InboundTCPMetrics,1685419101000,9,552,0,1,7,3,4,0,0,0,0,0,0,0,0
InboundTCPMetrics,1685419101000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
InboundTCPMetrics,1685419111000,7,344,0,2,4,0,2,0,0,0,0,0,0,0,0
InboundTCPMetrics,1685419111000,7,344,0,2,4,0,2,0,0,0,0,0,0,0,0
InboundTCPMetrics,1685419111000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
InboundTCPMetrics,1685419121000,8,728,0,1,6,4,1,0,0,0,0,0,0,0,0
InboundTCPMetrics,1685419121000,8,728,0,1,6,4,1,0,0,0,0,0,0,0,0
InboundTCPMetrics,1685419121000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
InboundTCPMetrics,1685419131000,2,1720,0,7,1,4,5,1,0,0,0,0,0,0,0
InboundTCPMetrics,1685419131000,2,1720,0,7,1,4,5,1,0,0,0,0,0,0,0
InboundTCPMetrics,1685419131000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
InboundTCPMetrics,1685419141000,8,32384,0,5,8,4,1,0,0,0,0,0,0,0,0
InboundTCPMetrics,1685419141000,8,32384,0,5,8,4,1,0,0,0,0,0,0,0,0
InboundTCPMetrics,1685419141000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
InboundTCPMetrics,1685419151000,2,6264,0,2,2,1,1,3,0,0,0,0,0,0,0
InboundTCPMetrics,1685419151000,2,6264,0,2,2,1,1,3,0,0,0,0,0,0,0
InboundTCPMetrics,1685419151000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
InboundTCPMetrics,1685419161000,6,49584,0,3,5,1,2,0,0,0,0,0,0,0,0
InboundTCPMetrics,1685419161000,6,49584,0,3,5,1,2,0,0,0,0,0,0,0,0
InboundTCPMetrics,1685419161000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
InboundTCPMetrics,1685419171000,9,3344,0,1,7,2,1,0,0,0,0,0,0,0,0
InboundTCPMetrics,1685419171000,9,3344,0,1,7,2,1,0,0,0,0,0,0,0,0
InboundTCPMetrics,1685419171000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
InboundTCPMetrics,1685419181000,1,1736,0,1,1,8,0,1,0,0,0,0,0,0,0
InboundTCPMetrics,1685419181000,1,1736,0,1,1,8,0,1,0,0,0,0,0,0,0
InboundTCPMetrics,1685419181000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
InboundTCPMetrics,1685419191000,10,23176,0,6,10,2,1,5,0,0,0,0,0,0,0
InboundTCPMetrics,1685419191000,10,23176,0,6,10,2,1,5,0,0,0,0,0,0,0
InboundTCPMetrics,1685419191000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
InboundTCPMetrics,1685419201000,7,504,0,0,7,4,0,0,0,0,0,0,0,0,0
InboundTCPMetrics,1685419201000,7,504,0,0,7,4,0,0,0,0,0,0,0,0,0
InboundTCPMetrics,1685419201000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
InboundTCPMetrics,1685419211000,7,27648,0,6,7,3,0,3,0,0,0,0,0,0,0
InboundTCPMetrics,1685419211000,7,27648,0,6,7,3,0,3,0,0,0,0,0,0,0
InboundTCPMetrics,1685419211000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
InboundTCPMetrics,1685419221000,7,52872,0,3,7,2,1,0,0,0,0,0,0,0,0
InboundTCPMetrics,1685419221000,7,52872,0,3,7,2,1,0,0,0,0,0,0,0,0
InboundTCPMetrics,1685419221000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
InboundTCPMetrics,1685419231000,1,2072,0,0,1,2,1,0,0,0,0,0,0,0,0
InboundTCPMetrics,1685419231000,1,2072,0,0,1,2,1,0,0,0,0,0,0,0,0
InboundTCPMetrics,1685419231000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
InboundTCPMetrics,1685419241000,1,1016,0,5,5,4,4,0,0,0,0,0,0,0,0
InboundTCPMetrics,1685419241000,1,1016,0,5,5,4,4,0,0,0,0,0,0,0,0
InboundTCPMetrics,1685419241000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
InboundTCPMetrics,1685419251000,9,12936,0,5,8,3,6,3,0,0,0,0,0,0,0
InboundTCPMetrics,1685419251000,9,12936,0,5,8,3,6,3,0,0,0,0,0,0,0
InboundTCPMetrics,1685419251000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
InboundTCPMetrics,1685419261000,4,6712,0,4,3,1,7,1,0,0,0,0,0,0,0
InboundTCPMetrics,1685419261000,4,6712,0,4,3,1,7,1,0,0,0,0,0,0,0
InboundTCPMetrics,1685419261000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
InboundTCPMetrics,1685419271000,10,38624,0,6,10,4,0,7,0,0,0,0,0,0,0
InboundTCPMetrics,1685419271000,10,38624,0,6,10,4,0,7,0,0,0,0,0,0,0
InboundTCPMetrics,1685419271000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
InboundTCPMetrics,1685419281000,2,7184,0,5,2,8,0,0,0,0,0,0,0,0,0
InboundTCPMetrics,1685419281000,2,7184,0,5,2,8,0,0,0,0,0,0,0,0,0
InboundTCPMetrics,1685419281000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
InboundTCPMetrics,1685419291000,1,7680,0,3,1,7,0,0,0,0,0,0,0,0,0
InboundTCPMetrics,1685419291000,1,7680,0,3,1,7,0,0,0,0,0,0,0,0,0
InboundTCPMetrics,1685419291000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
InboundTCPMetrics,1685419301000,4,18904,0,2,4,1,0,3,0,0,0,0,0,0,0
InboundTCPMetrics,1685419301000,4,18904,0,2,4,1,0,3,0,0,0,0,0,0,0
InboundTCPMetrics,1685419301000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
InboundTCPMetrics,1685419311000,1,6920,0,2,1,6,1,0,0,0,0,0,0,0,0
InboundTCPMetrics,1685419311000,1,6920,0,2,1,6,1,0,0,0,0,0,0,0,0
InboundTCPMetrics,1685419311000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
InboundTCPMetrics,1685419321000,1,768,0,0,1,4,0,0,0,0,0,0,0,0,0
InboundTCPMetrics,1685419321000,1,768,0,0,1,4,0,0,0,0,0,0,0,0,0
InboundTCPMetrics,1685419321000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
InboundTCPMetrics,1685419331000,5,11464,0,1,4,1,0,3,0,0,0,0,0,0,0
InboundTCPMetrics,1685419331000,5,11464,0,1,4,1,0,3,0,0,0,0,0,0,0
InboundTCPMetrics,1685419331000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
InboundTCPMetrics,1685419341000,6,408,0,0,6,3,2,0,0,0,0,0,0,0,0
InboundTCPMetrics,1685419341000,6,408,0,0,6,3,2,0,0,0,0,0,0,0,0
InboundTCPMetrics,1685419341000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
InboundTCPMetrics,1685419351000,9,456,0,3,5,0,1,0,0,0,0,0,0,0,0
InboundTCPMetrics,1685419351000,9,456,0,3,5,0,1,0,0,0,0,0,0,0,0
InboundTCPMetrics,1685419351000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
InboundTCPMetrics,1685419361000,4,25400,0,2,4,1,0,2,0,0,0,0,0,0,0
InboundTCPMetrics,1685419361000,4,25400,0,2,4,1,0,2,0,0,0,0,0,0,0
InboundTCPMetrics,1685419361000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
InboundTCPMetrics,1685419371000,1,1712,0,2,1,5,1,2,0,0,0,0,0,0,0
InboundTCPMetrics,1685419371000,1,1712,0,2,1,5,1,2,0,0,0,0,0,0,0
InboundTCPMetrics,1685419371000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
InboundTCPMetrics,1685419381000,3,15176,0,2,3,1,0,2,0,0,0,0,0,0,0
InboundTCPMetrics,1685419381000,3,15176,0,2,3,1,0,2,0,0,0,0,0,0,0
InboundTCPMetrics,1685419381000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
InboundTCPMetrics,1685419391000,3,10552,0,5,3,1,0,2,0,0,0,0,0,0,0
InboundTCPMetrics,1685419391000,3,10552,0,5,3,1,0,2,0,0,0,0,0,0,0
InboundTCPMetrics,1685419391000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
InboundTCPMetrics,1685419401000,5,360,0,0,5,3,1,0,0,0,0,0,0,0,0
InboundTCPMetrics,1685419401000,5,360,0,0,5,3,1,0,0,0,0,0,0,0,0
InboundTCPMetrics,1685419401000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
InboundTCPMetrics,1685419411000,1,768,0,3,6,1,2,0,0,0,0,0,0,0,0
InboundTCPMetrics,1685419411000,1,768,0,3,6,1,2,0,0,0,0,0,0,0,0
InboundTCPMetrics,1685419411000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
InboundTCPMetrics,1685419421000,1,1568,0,4,1,6,1,0,0,0,0,0,0,0,0
InboundTCPMetrics,1685419421000,1,1568,0,4,1,6,1,0,0,0,0,0,0,0,0
InboundTCPMetrics,1685419421000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
InboundTCPMetrics,1685419431000,7,416,0,1,6,2,1,1,0,0,0,0,0,0,0
InboundTCPMetrics,1685419431000,7,416,0,1,6,2,1,1,0,0,0,0,0,0,0
InboundTCPMetrics,1685419431000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
InboundTCPMetrics,1685419441000,2,5208,0,3,1,8,1,1,0,0,0,0,0,0,0
InboundTCPMetrics,1685419441000,2,5208,0,3,1,8,1,1,0,0,0,0,0,0,0
InboundTCPMetrics,1685419441000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
InboundTCPMetrics,1685419451000,5,15608,0,9,4,2,1,3,0,0,0,0,0,0,0
InboundTCPMetrics,1685419451000,5,15608,0,9,4,2,1,3,0,0,0,0,0,0,0
InboundTCPMetrics,1685419451000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
InboundTCPMetrics,1685419461000,3,5408,0,1,2,1,1,0,0,0,0,0,0,0,0
InboundTCPMetrics,1685419461000,3,5408,0,1,2,1,1,0,0,0,0,0,0,0,0
InboundTCPMetrics,1685419461000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
InboundTCPMetrics,1685419471000,4,21456,0,5,4,1,1,0,0,0,0,0,0,0,0
InboundTCPMetrics,1685419471000,4,21456,0,5,4,1,1,0,0,0,0,0,0,0,0
InboundTCPMetrics,1685419471000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
InboundTCPMetrics,1685419481000,6,9672,0,6,5,2,3,1,0,0,0,0,0,0,0
InboundTCPMetrics,1685419481000,6,9672,0,6,5,2,3,1,0,0,0,0,0,0,0
InboundTCPMetrics,1685419481000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
InboundTCPMetrics,1685419491000,5,5736,0,2,4,2,9,4,0,0,0,0,0,0,0
InboundTCPMetrics,1685419491000,5,5736,0,2,4,2,9,4,0,0,0,0,0,0,0
InboundTCPMetrics,1685419491000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
InboundTCPMetrics,1685419501000,4,4016,0,3,4,1,4,1,0,0,0,0,0,0,0
InboundTCPMetrics,1685419501000,4,4016,0,3,4,1,4,1,0,0,0,0,0,0,0
InboundTCPMetrics,1685419501000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
InboundTCPMetrics,1685419511000,13,28024,0,6,13,5,7,4,0,0,0,0,0,0,0
InboundTCPMetrics,1685419511000,13,28024,0,6,13,5,7,4,0,0,0,0,0,0,0
InboundTCPMetrics,1685419511000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
InboundTCPMetrics,1685419521000,1,1128,0,3,1,7,1,0,0,0,0,0,0,0,0
InboundTCPMetrics,1685419521000,1,1128,0,3,1,7,1,0,0,0,0,0,0,0,0
InboundTCPMetrics,1685419521000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
InboundTCPMetrics,1685419531000,3,9120,0,5,2,1,2,2,0,0,0,0,0,0,0
InboundTCPMetrics,1685419531000,3,9120,0,5,2,1,2,2,0,0,0,0,0,0,0
InboundTCPMetrics,1685419531000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
InboundTCPMetrics,1685419541000,1,1472,0,0,1,7,0,0,0,0,0,0,0,0,0
InboundTCPMetrics,1685419541000,1,1472,0,0,1,7,0,0,0,0,0,0,0,0,0
InboundTCPMetrics,1685419541000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
InboundTCPMetrics,1685419551000,1,544,0,4,4,2,2,1,0,0,0,0,0,0,0
InboundTCPMetrics,1685419551000,1,544,0,4,4,2,2,1,0,0,0,0,0,0,0
InboundTCPMetrics,1685419551000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
InboundTCPMetrics,1685419561000,1,736,0,2,9,4,2,0,0,0,0,0,0,0,0
InboundTCPMetrics,1685419561000,1,736,0,2,9,4,2,0,0,0,0,0,0,0,0
InboundTCPMetrics,1685419561000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
InboundTCPMetrics,1685419571000,4,10872,0,6,4,1,0,4,0,0,0,0,0,0,0
InboundTCPMetrics,1685419571000,4,10872,0,6,4,1,0,4,0,0,0,0,0,0,0
InboundTCPMetrics,1685419571000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
InboundTCPMetrics,1685419581000,1,1616,0,3,1,7,1,0,0,0,0,0,0,0,0
InboundTCPMetrics,1685419581000,1,1616,0,3,1,7,1,0,0,0,0,0,0,0,0
InboundTCPMetrics,1685419581000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
InboundTCPMetrics,1685419591000,1,1024,0,2,1,1,1,0,0,0,0,0,0,0,0
InboundTCPMetrics,1685419591000,1,1024,0,2,1,1,1,0,0,0,0,0,0,0,0
InboundTCPMetrics,1685419591000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
InboundTCPMetrics,1685419601000,2,5392,0,4,1,8,3,0,0,0,0,0,0,0,0
InboundTCPMetrics,1685419601000,2,5392,0,4,1,8,3,0,0,0,0,0,0,0,0
InboundTCPMetrics,1685419601000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
InboundTCPMetrics,1685419611000,3,13600,0,6,2,1,2,1,0,0,0,0,0,0,0
InboundTCPMetrics,1685419611000,3,13600,0,6,2,1,2,1,0,0,0,0,0,0,0
InboundTCPMetrics,1685419611000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
InboundTCPMetrics,1685419621000,1,632,0,1,9,3,0,0,0,0,0,0,0,0,0
InboundTCPMetrics,1685419621000,1,632,0,1,9,3,0,0,0,0,0,0,0,0,0
InboundTCPMetrics,1685419621000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
InboundTCPMetrics,1685419631000,7,21040,0,1,6,2,2,8,0,0,0,0,0,0,0
InboundTCPMetrics,1685419631000,7,21040,0,1,6,2,2,8,0,0,0,0,0,0,0
InboundTCPMetrics,1685419631000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
InboundTCPMetrics,1685419641000,2,4320,0,5,1,9,5,1,0,0,0,0,0,0,0
InboundTCPMetrics,1685419641000,2,4320,0,5,1,9,5,1,0,0,0,0,0,0,0
InboundTCPMetrics,1685419641000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
InboundTCPMetrics,1685419651000,5,18488,0,6,5,2,1,1,0,0,0,0,0,0,0
InboundTCPMetrics,1685419651000,5,18488,0,6,5,2,1,1,0,0,0,0,0,0,0
InboundTCPMetrics,1685419651000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
InboundTCPMetrics,1685419661000,7,32880,0,2,7,2,0,1,0,0,0,0,0,0,0
InboundTCPMetrics,1685419661000,7,32880,0,2,7,2,0,1,0,0,0,0,0,0,0
InboundTCPMetrics,1685419661000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
InboundTCPMetrics,1685419671000,8,12480,0,4,7,3,9,5,0,0,0,0,0,0,0
InboundTCPMetrics,1685419671000,8,12480,0,4,7,3,9,5,0,0,0,0,0,0,0
InboundTCPMetrics,1685419671000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
InboundTCPMetrics,1685419681000,3,6472,0,1,3,1,3,0,0,0,0,0,0,0,0
InboundTCPMetrics,1685419681000,3,6472,0,1,3,1,3,0,0,0,0,0,0,0,0
InboundTCPMetrics,1685419681000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
InboundTCPMetrics,1685419691000,6,20104,0,8,5,2,2,3,0,0,0,0,0,0,0
InboundTCPMetrics,1685419691000,6,20104,0,8,5,2,2,3,0,0,0,0,0,0,0
InboundTCPMetrics,1685419691000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
InboundTCPMetrics,1685419701000,7,488,0,0,7,4,1,0,0,0,0,0,0,0,0
InboundTCPMetrics,1685419701000,7,488,0,0,7,4,1,0,0,0,0,0,0,0,0
InboundTCPMetrics,1685419701000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
InboundTCPMetrics,1685419711000,1,1008,0,2,1,2,1,1,0,0,0,0,0,0,0
