category,timestamp,n_pkts,n_bits,n_drops,n_syn_pkts,n_ack_pkts,n_psh_pkts,n_rst_pkts,n_fin_pkts,n_ece_pkts,n_urg_pkts,n_cwr_pkts,n_tcp_payload_misbehaviour_drops,n_tcp_payload_misbehaviour_timeouts,n_out_of_order_drops,n_ssl_renegotiation_requests
InboundTCPMetrics,1685439331000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
InboundTCPMetrics,1685439341000,23,74800,0,5,23,9,3,7,0,0,0,0,0,0,0
InboundTCPMetrics,1685439341000,23,74800,0,5,23,9,3,7,0,0,0,0,0,0,0
InboundTCPMetrics,1685439341000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
InboundTCPMetrics,1685439351000,25,34904,0,3,25,9,5,6,0,0,0,0,0,0,0
InboundTCPMetrics,1685439351000,25,34904,0,3,25,9,5,6,0,0,0,0,0,0,0
InboundTCPMetrics,1685439351000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
InboundTCPMetrics,1685439361000,253,2470456,0,2,252,46,5,4,0,0,0,0,0,0,0
InboundTCPMetrics,1685439361000,253,2470456,0,2,252,46,5,4,0,0,0,0,0,0,0
InboundTCPMetrics,1685439361000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
InboundTCPMetrics,1685439371000,173,1689600,0,6,173,29,2,2,0,0,0,0,0,0,0
InboundTCPMetrics,1685439371000,173,1689600,0,6,173,29,2,2,0,0,0,0,0,0,0
InboundTCPMetrics,1685439371000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
InboundTCPMetrics,1685439381000,51,308760,0,1,50,12,0,1,0,0,0,0,0,0,0
InboundTCPMetrics,1685439381000,51,308760,0,1,50,12,0,1,0,0,0,0,0,0,0
InboundTCPMetrics,1685439381000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
InboundTCPMetrics,1685439391000,44,329848,0,4,44,6,0,2,0,0,0,0,0,0,0
InboundTCPMetrics,1685439391000,44,329848,0,4,44,6,0,2,0,0,0,0,0,0,0
InboundTCPMetrics,1685439391000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
InboundTCPMetrics,1685439401000,26,106728,0,4,26,11,1,4,0,0,0,0,0,0,0
InboundTCPMetrics,1685439401000,26,106728,0,4,26,11,1,4,0,0,0,0,0,0,0
InboundTCPMetrics,1685439401000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
InboundTCPMetrics,1685439411000,25,46928,0,1,24,10,1,2,0,0,0,0,0,0,0
InboundTCPMetrics,1685439411000,25,46928,0,1,24,10,1,2,0,0,0,0,0,0,0
InboundTCPMetrics,1685439411000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
InboundTCPMetrics,1685439421000,23,31512,0,4,22,13,5,1,0,0,0,0,0,0,0
InboundTCPMetrics,1685439421000,23,31512,0,4,22,13,5,1,0,0,0,0,0,0,0
InboundTCPMetrics,1685439421000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
InboundTCPMetrics,1685439431000,27,111928,0,8,26,8,3,3,0,0,0,0,0,0,0
InboundTCPMetrics,1685439431000,27,111928,0,8,26,8,3,3,0,0,0,0,0,0,0
InboundTCPMetrics,1685439431000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
InboundTCPMetrics,1685439441000,34,119616,0,2,34,16,3,5,0,0,0,0,0,0,0
InboundTCPMetrics,1685439441000,34,119616,0,2,34,16,3,5,0,0,0,0,0,0,0
InboundTCPMetrics,1685439441000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
InboundTCPMetrics,1685439451000,26,82576,0,1,26,11,1,1,0,0,0,0,0,0,0
InboundTCPMetrics,1685439451000,26,82576,0,1,26,11,1,1,0,0,0,0,0,0,0
InboundTCPMetrics,1685439451000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
InboundTCPMetrics,1685439461000,27,99688,0,7,27,9,4,6,0,0,0,0,0,0,0
InboundTCPMetrics,1685439461000,27,99688,0,7,27,9,4,6,0,0,0,0,0,0,0
InboundTCPMetrics,1685439461000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
InboundTCPMetrics,1685439471000,45,203992,0,1,45,18,0,4,0,0,0,0,0,0,0
InboundTCPMetrics,1685439471000,45,203992,0,1,45,18,0,4,0,0,0,0,0,0,0
InboundTCPMetrics,1685439471000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
InboundTCPMetrics,1685439481000,21,40696,0,5,20,13,2,5,0,0,0,0,0,0,0
InboundTCPMetrics,1685439481000,21,40696,0,5,20,13,2,5,0,0,0,0,0,0,0
InboundTCPMetrics,1685439481000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
InboundTCPMetrics,1685439491000,21,32376,0,6,20,8,2,6,0,0,0,0,0,0,0
InboundTCPMetrics,1685439491000,21,32376,0,6,20,8,2,6,0,0,0,0,0,0,0
InboundTCPMetrics,1685439491000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
InboundTCPMetrics,1685439501000,10,16736,0,2,10,4,1,5,0,0,0,0,0,0,0
InboundTCPMetrics,1685439501000,10,16736,0,2,10,4,1,5,0,0,0,0,0,0,0
InboundTCPMetrics,1685439501000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
InboundTCPMetrics,1685439511000,11,23824,0,8,10,4,9,3,0,0,0,0,0,0,0
InboundTCPMetrics,1685439511000,11,23824,0,8,10,4,9,3,0,0,0,0,0,0,0
InboundTCPMetrics,1685439511000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
InboundTCPMetrics,1685439521000,30,168600,0,7,30,10,1,4,0,0,0,0,0,0,0
InboundTCPMetrics,1685439521000,30,168600,0,7,30,10,1,4,0,0,0,0,0,0,0
InboundTCPMetrics,1685439521000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
InboundTCPMetrics,1685439531000,25,119264,0,8,24,9,2,1,0,0,0,0,0,0,0
InboundTCPMetrics,1685439531000,25,119264,0,8,24,9,2,1,0,0,0,0,0,0,0
InboundTCPMetrics,1685439531000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
InboundTCPMetrics,1685439541000,12,32248,0,3,11,5,2,5,0,0,0,0,0,0,0
InboundTCPMetrics,1685439541000,12,32248,0,3,11,5,2,5,0,0,0,0,0,0,0
InboundTCPMetrics,1685439541000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
InboundTCPMetrics,1685439551000,17,27888,0,1,17,7,0,7,0,0,0,0,0,0,0
InboundTCPMetrics,1685439551000,17,27888,0,1,17,7,0,7,0,0,0,0,0,0,0
InboundTCPMetrics,1685439551000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
InboundTCPMetrics,1685439561000,10,30992,0,6,10,4,3,8,0,0,0,0,0,0,0
InboundTCPMetrics,1685439561000,10,30992,0,6,10,4,3,8,0,0,0,0,0,0,0
InboundTCPMetrics,1685439561000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
InboundTCPMetrics,1685439571000,11,23216,0,3,11,3,4,3,0,0,0,0,0,0,0
InboundTCPMetrics,1685439571000,11,23216,0,3,11,3,4,3,0,0,0,0,0,0,0
InboundTCPMetrics,1685439571000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
InboundTCPMetrics,1685439581000,8,19112,0,4,8,3,1,1,0,0,0,0,0,0,0
InboundTCPMetrics,1685439581000,8,19112,0,4,8,3,1,1,0,0,0,0,0,0,0
InboundTCPMetrics,1685439581000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
InboundTCPMetrics,1685439591000,60,282920,0,7,60,23,0,5,0,0,0,0,0,0,0
InboundTCPMetrics,1685439591000,60,282920,0,7,60,23,0,5,0,0,0,0,0,0,0
InboundTCPMetrics,1685439591000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
InboundTCPMetrics,1685439601000,40,162184,0,1,38,16,1,5,0,0,0,0,0,0,0
InboundTCPMetrics,1685439601000,40,162184,0,1,38,16,1,5,0,0,0,0,0,0,0
InboundTCPMetrics,1685439601000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
InboundTCPMetrics,1685439611000,47,233728,0,7,47,17,0,7,0,0,0,0,0,0,0
InboundTCPMetrics,1685439611000,47,233728,0,7,47,17,0,7,0,0,0,0,0,0,0
InboundTCPMetrics,1685439611000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
InboundTCPMetrics,1685439621000,17,48904,0,2,17,8,0,3,0,0,0,0,0,0,0
InboundTCPMetrics,1685439621000,17,48904,0,2,17,8,0,3,0,0,0,0,0,0,0
InboundTCPMetrics,1685439621000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
InboundTCPMetrics,1685439631000,9,23752,0,3,9,3,1,1,0,0,0,0,0,0,0
InboundTCPMetrics,1685439631000,9,23752,0,3,9,3,1,1,0,0,0,0,0,0,0
InboundTCPMetrics,1685439631000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
InboundTCPMetrics,1685439641000,8,13728,0,2,7,3,2,1,0,0,0,0,0,0,0
InboundTCPMetrics,1685439641000,8,13728,0,2,7,3,2,1,0,0,0,0,0,0,0
InboundTCPMetrics,1685439641000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
InboundTCPMetrics,1685439651000,6,8920,0,1,5,2,5,1,0,0,0,0,0,0,0
InboundTCPMetrics,1685439651000,6,8920,0,1,5,2,5,1,0,0,0,0,0,0,0
InboundTCPMetrics,1685439651000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
InboundTCPMetrics,1685439661000,6,9272,0,3,5,2,3,0,0,0,0,0,0,0,0
InboundTCPMetrics,1685439661000,6,9272,0,3,5,2,3,0,0,0,0,0,0,0,0
InboundTCPMetrics,1685439661000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
InboundTCPMetrics,1685439671000,12,11808,0,3,12,5,1,0,0,0,0,0,0,0,0
InboundTCPMetrics,1685439671000,12,11808,0,3,12,5,1,0,0,0,0,0,0,0,0
InboundTCPMetrics,1685439671000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
InboundTCPMetrics,1685439681000,21,65576,0,9,21,8,1,4,0,0,0,0,0,0,0
InboundTCPMetrics,1685439681000,21,65576,0,9,21,8,1,4,0,0,0,0,0,0,0
InboundTCPMetrics,1685439681000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
InboundTCPMetrics,1685439691000,72,353272,0,7,71,26,4,6,0,0,0,0,0,0,0
InboundTCPMetrics,1685439691000,72,353272,0,7,71,26,4,6,0,0,0,0,0,0,0
InboundTCPMetrics,1685439691000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
InboundTCPMetrics,1685439701000,22,29840,0,2,21,7,9,5,0,0,0,0,0,0,0
InboundTCPMetrics,1685439701000,22,29840,0,2,21,7,9,5,0,0,0,0,0,0,0
InboundTCPMetrics,1685439701000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
InboundTCPMetrics,1685439711000,8,22216,0,3,8,3,1,2,0,0,0,0,0,0,0
InboundTCPMetrics,1685439711000,8,22216,0,3,8,3,1,2,0,0,0,0,0,0,0
InboundTCPMetrics,1685439711000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
InboundTCPMetrics,1685439721000,11,28352,0,5,11,4,0,1,0,0,0,0,0,0,0
InboundTCPMetrics,1685439721000,11,28352,0,5,11,4,0,1,0,0,0,0,0,0,0
InboundTCPMetrics,1685439721000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
InboundTCPMetrics,1685439731000,18,51456,0,1,17,8,3,1,0,0,0,0,0,0,0
InboundTCPMetrics,1685439731000,18,51456,0,1,17,8,3,1,0,0,0,0,0,0,0
InboundTCPMetrics,1685439731000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
InboundTCPMetrics,1685439741000,11,26504,0,8,11,4,2,2,0,0,0,0,0,0,0
InboundTCPMetrics,1685439741000,11,26504,0,8,11,4,2,2,0,0,0,0,0,0,0
InboundTCPMetrics,1685439741000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
InboundTCPMetrics,1685439751000,13,28384,0,5,13,5,0,9,0,0,0,0,0,0,0
InboundTCPMetrics,1685439751000,13,28384,0,5,13,5,0,9,0,0,0,0,0,0,0
InboundTCPMetrics,1685439751000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
InboundTCPMetrics,1685439761000,9,20592,0,6,8,3,1,3,0,0,0,0,0,0,0
InboundTCPMetrics,1685439761000,9,20592,0,6,8,3,1,3,0,0,0,0,0,0,0
InboundTCPMetrics,1685439761000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
InboundTCPMetrics,1685439771000,7,9088,0,1,7,2,0,2,0,0,0,0,0,0,0
InboundTCPMetrics,1685439771000,7,9088,0,1,7,2,0,2,0,0,0,0,0,0,0
InboundTCPMetrics,1685439771000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
InboundTCPMetrics,1685439781000,16,20872,0,4,16,6,3,4,0,0,0,0,0,0,0
InboundTCPMetrics,1685439781000,16,20872,0,4,16,6,3,4,0,0,0,0,0,0,0
InboundTCPMetrics,1685439781000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
InboundTCPMetrics,1685439791000,8,18032,0,5,7,3,3,1,0,0,0,0,0,0,0
InboundTCPMetrics,1685439791000,8,18032,0,5,7,3,3,1,0,0,0,0,0,0,0
InboundTCPMetrics,1685439791000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
InboundTCPMetrics,1685439801000,12,22608,0,6,11,5,3,3,0,0,0,0,0,0,0
InboundTCPMetrics,1685439801000,12,22608,0,6,11,5,3,3,0,0,0,0,0,0,0
InboundTCPMetrics,1685439801000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
InboundTCPMetrics,1685439811000,11,16616,0,3,11,4,2,4,0,0,0,0,0,0,0
InboundTCPMetrics,1685439811000,11,16616,0,3,11,4,2,4,0,0,0,0,0,0,0
InboundTCPMetrics,1685439811000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
InboundTCPMetrics,1685439821000,9,19048,0,6,9,4,3,1,0,0,0,0,0,0,0
InboundTCPMetrics,1685439821000,9,19048,0,6,9,4,3,1,0,0,0,0,0,0,0
InboundTCPMetrics,1685439821000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
InboundTCPMetrics,1685439831000,11,31472,0,2,11,4,0,1,0,0,0,0,0,0,0
InboundTCPMetrics,1685439831000,11,31472,0,2,11,4,0,1,0,0,0,0,0,0,0
InboundTCPMetrics,1685439831000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
InboundTCPMetrics,1685439841000,13,22584,0,3,13,6,2,1,0,0,0,0,0,0,0
InboundTCPMetrics,1685439841000,13,22584,0,3,13,6,2,1,0,0,0,0,0,0,0
InboundTCPMetrics,1685439841000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
InboundTCPMetrics,1685439851000,11,30248,0,5,11,4,1,2,0,0,0,0,0,0,0
InboundTCPMetrics,1685439851000,11,30248,0,5,11,4,1,2,0,0,0,0,0,0,0
InboundTCPMetrics,1685439851000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
InboundTCPMetrics,1685439861000,7,12000,0,4,7,3,1,2,0,0,0,0,0,0,0
InboundTCPMetrics,1685439861000,7,12000,0,4,7,3,1,2,0,0,0,0,0,0,0
InboundTCPMetrics,1685439861000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
InboundTCPMetrics,1685439871000,8,20216,0,3,8,3,4,2,0,0,0,0,0,0,0
InboundTCPMetrics,1685439871000,8,20216,0,3,8,3,4,2,0,0,0,0,0,0,0
InboundTCPMetrics,1685439871000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
InboundTCPMetrics,1685439881000,6,9528,0,0,6,2,1,0,0,0,0,0,0,0,0
InboundTCPMetrics,1685439881000,6,9528,0,0,6,2,1,0,0,0,0,0,0,0,0
InboundTCPMetrics,1685439881000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
InboundTCPMetrics,1685439891000,7,13984,0,2,7,3,3,1,0,0,0,0,0,0,0
InboundTCPMetrics,1685439891000,7,13984,0,2,7,3,3,1,0,0,0,0,0,0,0
InboundTCPMetrics,1685439891000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
InboundTCPMetrics,1685439901000,18,40624,0,6,18,8,0,9,0,0,0,0,0,0,0
InboundTCPMetrics,1685439901000,18,40624,0,6,18,8,0,9,0,0,0,0,0,0,0
InboundTCPMetrics,1685439901000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
InboundTCPMetrics,1685439911000,11,31056,0,4,11,5,1,1,0,0,0,0,0,0,0
InboundTCPMetrics,1685439911000,11,31056,0,4,11,5,1,1,0,0,0,0,0,0,0
InboundTCPMetrics,1685439911000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
InboundTCPMetrics,1685439921000,15,43328,0,4,15,8,0,3,0,0,0,0,0,0,0
InboundTCPMetrics,1685439921000,15,43328,0,4,15,8,0,3,0,0,0,0,0,0,0
InboundTCPMetrics,1685439921000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
InboundTCPMetrics,1685439931000,20,57280,0,7,20,7,1,4,0,0,0,0,0,0,0
InboundTCPMetrics,1685439931000,20,57280,0,7,20,7,1,4,0,0,0,0,0,0,0
InboundTCPMetrics,1685439931000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
InboundTCPMetrics,1685439941000,34,174352,1,8,33,10,4,3,0,0,0,0,0,0,0
InboundTCPMetrics,1685439941000,34,174352,1,8,33,10,4,3,0,0,0,0,0,0,0
InboundTCPMetrics,1685439941000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
InboundTCPMetrics,1685439951000,19,33784,0,7,18,6,8,3,0,0,0,0,0,0,0
InboundTCPMetrics,1685439951000,19,33784,0,7,18,6,8,3,0,0,0,0,0,0,0
InboundTCPMetrics,1685439951000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
InboundTCPMetrics,1685439961000,11,24672,0,3,11,4,3,2,0,0,0,0,0,0,0
InboundTCPMetrics,1685439961000,11,24672,0,3,11,4,3,2,0,0,0,0,0,0,0
InboundTCPMetrics,1685439961000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
InboundTCPMetrics,1685439971000,13,19344,0,4,13,5,0,1,0,0,0,0,0,0,0
InboundTCPMetrics,1685439971000,13,19344,0,4,13,5,0,1,0,0,0,0,0,0,0
InboundTCPMetrics,1685439971000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
InboundTCPMetrics,1685439981000,9,18328,0,6,8,3,4,1,0,0,0,0,0,0,0
InboundTCPMetrics,1685439981000,9,18328,0,6,8,3,4,1,0,0,0,0,0,0,0
InboundTCPMetrics,1685439981000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
InboundTCPMetrics,1685439991000,7,17304,0,4,7,3,1,1,0,0,0,0,0,0,0
InboundTCPMetrics,1685439991000,7,17304,0,4,7,3,1,1,0,0,0,0,0,0,0
InboundTCPMetrics,1685439991000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
InboundTCPMetrics,1685440001000,7,12736,0,5,6,2,4,0,0,0,0,0,0,0,0
InboundTCPMetrics,1685440001000,7,12736,0,5,6,2,4,0,0,0,0,0,0,0,0
InboundTCPMetrics,1685440001000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
InboundTCPMetrics,1685440011000,12,39968,0,1,11,5,1,0,0,0,0,0,0,0,0
InboundTCPMetrics,1685440011000,12,39968,0,1,11,5,1,0,0,0,0,0,0,0,0
InboundTCPMetrics,1685440011000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
InboundTCPMetrics,1685440021000,25,38592,0,6,24,9,1,9,0,0,0,0,0,0,0
InboundTCPMetrics,1685440021000,25,38592,0,6,24,9,1,9,0,0,0,0,0,0,0
InboundTCPMetrics,1685440021000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
InboundTCPMetrics,1685440031000,16,32712,0,4,16,7,2,2,0,0,0,0,0,0,0
InboundTCPMetrics,1685440031000,16,32712,0,4,16,7,2,2,0,0,0,0,0,0,0
InboundTCPMetrics,1685440031000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
InboundTCPMetrics,1685440041000,6,8048,0,6,6,2,4,1,0,0,0,0,0,0,0
InboundTCPMetrics,1685440041000,6,8048,0,6,6,2,4,1,0,0,0,0,0,0,0
InboundTCPMetrics,1685440041000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
InboundTCPMetrics,1685440051000,5,11128,0,5,5,2,2,3,0,0,0,0,0,0,0
InboundTCPMetrics,1685440051000,5,11128,0,5,5,2,2,3,0,0,0,0,0,0,0
InboundTCPMetrics,1685440051000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
InboundTCPMetrics,1685440061000,6,8960,0,4,6,2,3,2,0,0,0,0,0,0,0
InboundTCPMetrics,1685440061000,6,8960,0,4,6,2,3,2,0,0,0,0,0,0,0
InboundTCPMetrics,1685440061000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
InboundTCPMetrics,1685440071000,7,11584,0,4,6,2,2,4,0,0,0,0,0,0,0
InboundTCPMetrics,1685440071000,7,11584,0,4,6,2,2,4,0,0,0,0,0,0,0
InboundTCPMetrics,1685440071000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
InboundTCPMetrics,1685440081000,9,21200,0,3,9,3,4,2,0,0,0,0,0,0,0
InboundTCPMetrics,1685440081000,9,21200,0,3,9,3,4,2,0,0,0,0,0,0,0
InboundTCPMetrics,1685440081000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
InboundTCPMetrics,1685440091000,12,41008,0,1,12,4,2,1,0,0,0,0,0,0,0
InboundTCPMetrics,1685440091000,12,41008,0,1,12,4,2,1,0,0,0,0,0,0,0
InboundTCPMetrics,1685440091000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
InboundTCPMetrics,1685440101000,12,39120,0,7,11,5,1,1,0,0,0,0,0,0,0
InboundTCPMetrics,1685440101000,12,39120,0,7,11,5,1,1,0,0,0,0,0,0,0
InboundTCPMetrics,1685440101000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
InboundTCPMetrics,1685440111000,7,25456,0,3,7,2,1,1,0,0,0,0,0,0,0
InboundTCPMetrics,1685440111000,7,25456,0,3,7,2,1,1,0,0,0,0,0,0,0
InboundTCPMetrics,1685440111000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
InboundTCPMetrics,1685440121000,7,16232,0,5,7,2,3,0,0,0,0,0,0,0,0
InboundTCPMetrics,1685440121000,7,16232,0,5,7,2,3,0,0,0,0,0,0,0,0
InboundTCPMetrics,1685440121000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
InboundTCPMetrics,1685440131000,4,8800,0,4,4,1,1,0,0,0,0,0,0,0,0
InboundTCPMetrics,1685440131000,4,8800,0,4,4,1,1,0,0,0,0,0,0,0,0
InboundTCPMetrics,1685440131000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
InboundTCPMetrics,1685440141000,6,16104,0,7,6,2,1,3,0,0,0,0,0,0,0
InboundTCPMetrics,1685440141000,6,16104,0,7,6,2,1,3,0,0,0,0,0,0,0
InboundTCPMetrics,1685440141000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
InboundTCPMetrics,1685440151000,3,2928,0,1,3,1,2,1,0,0,0,0,0,0,0
InboundTCPMetrics,1685440151000,3,2928,0,1,3,1,2,1,0,0,0,0,0,0,0
InboundTCPMetrics,1685440151000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
InboundTCPMetrics,1685440161000,13,51776,0,7,13,5,2,1,0,0,0,0,0,0,0
InboundTCPMetrics,1685440161000,13,51776,0,7,13,5,2,1,0,0,0,0,0,0,0
InboundTCPMetrics,1685440161000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
InboundTCPMetrics,1685440171000,14,37216,0,8,13,7,6,2,0,0,0,0,0,0,0
InboundTCPMetrics,1685440171000,14,37216,0,8,13,7,6,2,0,0,0,0,0,0,0
InboundTCPMetrics,1685440171000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
InboundTCPMetrics,1685440181000,25,67112,0,9,24,13,5,2,0,0,0,0,0,0,0
InboundTCPMetrics,1685440181000,25,67112,0,9,24,13,5,2,0,0,0,0,0,0,0
InboundTCPMetrics,1685440181000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
InboundTCPMetrics,1685440191000,17,71936,0,1,17,7,2,4,0,0,0,0,0,0,0
InboundTCPMetrics,1685440191000,17,71936,0,1,17,7,2,4,0,0,0,0,0,0,0
InboundTCPMetrics,1685440191000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
InboundTCPMetrics,1685440201000,41,118224,0,2,40,20,1,1,0,0,0,0,0,0,0
InboundTCPMetrics,1685440201000,41,118224,0,2,40,20,1,1,0,0,0,0,0,0,0
InboundTCPMetrics,1685440201000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
InboundTCPMetrics,1685440211000,348,3213800,0,2,348,73,2,1,0,0,0,0,0,0,0
InboundTCPMetrics,1685440211000,348,3213800,0,2,348,73,2,1,0,0,0,0,0,0,0
InboundTCPMetrics,1685440211000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
InboundTCPMetrics,1685440221000,16,81336,0,7,16,7,4,9,0,0,0,0,0,0,0
InboundTCPMetrics,1685440221000,16,81336,0,7,16,7,4,9,0,0,0,0,0,0,0
InboundTCPMetrics,1685440221000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
InboundTCPMetrics,1685440231000,6,10112,0,3,6,2,2,7,0,0,0,0,0,0,0
InboundTCPMetrics,1685440231000,6,10112,0,3,6,2,2,7,0,0,0,0,0,0,0
InboundTCPMetrics,1685440231000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
InboundTCPMetrics,1685440241000,6,12776,0,5,6,2,0,2,0,0,0,0,0,0,0
InboundTCPMetrics,1685440241000,6,12776,0,5,6,2,0,2,0,0,0,0,0,0,0
InboundTCPMetrics,1685440241000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
InboundTCPMetrics,1685440251000,24,187928,0,7,23,4,3,2,0,0,0,0,0,0,0
InboundTCPMetrics,1685440251000,24,187928,0,7,23,4,3,2,0,0,0,0,0,0,0
InboundTCPMetrics,1685440251000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
InboundTCPMetrics,1685440261000,18,88304,0,9,17,8,3,3,0,0,0,0,0,0,0
InboundTCPMetrics,1685440261000,18,88304,0,9,17,8,3,3,0,0,0,0,0,0,0
InboundTCPMetrics,1685440261000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
InboundTCPMetrics,1685440271000,347,2901696,0,4,346,88,2,2,0,0,0,0,0,0,0
InboundTCPMetrics,1685440271000,347,2901696,0,4,346,88,2,2,0,0,0,0,0,0,0
InboundTCPMetrics,1685440271000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
InboundTCPMetrics,1685440281000,156,1121376,0,3,155,52,3,1,0,0,0,0,0,0,0
InboundTCPMetrics,1685440281000,156,1121376,0,3,155,52,3,1,0,0,0,0,0,0,0
InboundTCPMetrics,1685440281000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
InboundTCPMetrics,1685440291000,17,42336,0,5,17,7,4,8,0,0,0,0,0,0,0
InboundTCPMetrics,1685440291000,17,42336,0,5,17,7,4,8,0,0,0,0,0,0,0
InboundTCPMetrics,1685440291000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
InboundTCPMetrics,1685446831000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
